AREA;Regione;prov;2015_CodCom;NTN 2015 fino a 50 mq;NTN 2015 50 -| 85 mq;NTN 2015  85 -| 115 mq;NTN 2015 115 -| 145 mq;NTN 2015  oltre 145 mq;NTN 2015_TOTALE
Sud;Abruzzo ;AQ;G449;0;4;2;0,5;0,55;7,05
Isole;Sardegna;SS;G450;0;2;1;4;0;7
Centro;Toscana;AR;G451;0;3;2,5;3,5;6,5;15,5
Centro;Marche;PS;G453;0;6,5;6,17;7,33;8;28
Nord Ovest;Liguria;IM;G454;6;5;6;1;0;18
Sud;Campania;SA;G455;0;1;1;1;0,33;3,33
Nord Ovest;Lombardia;LC;G456;5;10;5;6;3,5;29,5
Nord Ovest;Piemonte;CN;G457;0;0;0;1;2;3
Nord Ovest;Piemonte;CN;G458;0;0;3;0;0;3
Nord Ovest;Valle d'Aosta;AO;G459;0;2;1;0;1;4
Nord Est;Veneto;PD;G461;0;4;5,5;5,5;5,17;20,17
Nord Ovest;Piemonte;TO;G462;0;0;0;0;1;1
Nord Ovest;Piemonte;TO;G463;5,75;8,16;9,83;7,75;5;36,49
Nord Ovest;Piemonte;TO;G465;2;4;1,5;1;2;10,5
Nord Est;Emilia-Romagna;BO;G467;7,83;74,76;57,65;44,42;44,18;228,84
Nord Ovest;Lombardia;CR;G469;1;6,5;4,5;6,5;9,5;28
Nord Ovest;Piemonte;VC;G471;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G474;0;0,5;1;1;2;4,5
Nord Ovest;Lombardia;BS;G475;0;1;0;0;1;2
Sud;Campania;SA;G476;1;1;3;1;1;7
Nord Ovest;Piemonte;TO;G477;0;1;2;1;1;5
Centro;Umbria;PG;G478;104,5;329,4;371,02;265,14;210,28;1280,34
Centro;Marche;PS;G479;40,75;202,2;194,18;129,41;108,97;675,51
Centro;Toscana;LU;G480;1;7,83;8;5;15,5;37,33
Nord Est;Veneto;VR;G481;6;47,46;51,4;40,99;39,77;185,62
Sud;Abruzzo ;PE;G482;30,55;229,38;263,24;212,81;140,04;876,02
Nord Ovest;Lombardia;CR;G483;0;0;0;2;5;7
Sud;Abruzzo ;AQ;G484;10,75;16,64;5;2;3,89;38,28
Nord Ovest;Lombardia;LC;G485;6;9;7,33;12;2,5;36,83
Sud;Molise;IS;G486;0;0,59;1,92;0;4;6,51
Sud;Puglia;FG;G487;18;12,24;2,67;1,56;1;35,47
Nord Ovest;Lombardia;MI;G488;12,5;86,25;104,47;32,06;24,57;259,85
Nord Est;Veneto;VR;G489;23,5;91,51;59,78;21;27;222,79
Centro;Toscana;PT;G491;5,17;35,17;33,35;27,09;39,01;139,79
Sud;Abruzzo ;AQ;G492;0;3,67;0;3,22;1;7,89
Sud;Abruzzo ;AQ;G493;13,5;24,48;4;1;0,67;43,65
Sud;Campania;BN;G494;3;0;0;0;0;3
Sud;Molise;IS;G495;0;0;3;0;0;3
Sud;Basilicata;PZ;G496;0;2,5;2;1,3;0,5;6,3
Sud;Molise;IS;G497;0;0;1;0;3,09;4,09
Centro;Lazio;RI;G498;5;6,83;1;5;4,5;22,33
Sud;Abruzzo ;PE;G499;0;1;1;0;0;2
Centro;Lazio;FR;G500;2;1;0;0;2;5
Nord Ovest;Lombardia;MI;G502;1,5;38,08;23,5;10,25;8;81,33
Nord Ovest;Lombardia;CR;G504;0;0;0;0;1;1
Nord Ovest;Piemonte;TO;G505;2,33;2;2,5;0;3;9,83
Sud;Molise;CB;G506;0,5;4;6,33;4,5;3,67;19
Centro;Lazio;RI;G507;2;2,17;2;0;0;6,17
Sud;Calabria;KR;G508;7;7;9;6;2,5;31,5
Sud;Campania;SA;G509;0;2;0;0;0;2
Isole;Sicilia;PA;G510;6;6;2,5;5;4;23,5
Isole;Sicilia;PA;G511;2;3,22;2,22;4;5;16,44
Sud;Molise;CB;G512;1;1;0;2;0;4
Centro;Lazio;RI;G513;3,8;8,5;2,4;0;0;14,7
Centro;Marche;PS;G514;0,11;1;1;3,11;3;8,22
Centro;Marche;MC;G515;0;0,33;0;1;3;4,33
Centro;Marche;AP;G516;0;1;5;5,83;2,57;14,4
Sud;Calabria;CZ;G517;0;3;1;2;1;7
Sud;Calabria;CZ;G518;0;0;2;1;2;5
Sud;Campania;AV;G519;2;0;0;1;0;3
Nord Ovest;Piemonte;NO;G520;0,5;1,33;5;3;5,5;15,33
Nord Ovest;Piemonte;BI;G521;0;1;4;0;0;5
Isole;Sicilia;ME;G522;0;1;1;0;0,5;2,5
Sud;Molise;IS;G523;1;0;0;0;1;2
Sud;Abruzzo ;AQ;G524;0;1,25;2;2;3,5;8,75
Nord Est;Veneto;RO;G525;0;1;1;0;2;4
Nord Ovest;Piemonte;CN;G526;1;8;7;8,33;8,75;33,08
Nord Ovest;Piemonte;VC;G528;0;0;3;2;4,88;9,88
Nord Ovest;Lombardia;BS;G529;2;3;3;1,5;1;10,5
Nord Ovest;Piemonte;CN;G532;0;0;1;1;0;2
Nord Est;Veneto;PD;G534;1;0;0;1,08;1,41;3,49
Nord Est;Emilia-Romagna;PC;G535;53,13;237,47;304,03;193,63;125,89;914,15
Nord Ovest;Lombardia;CR;G536;0;2;4;1;9;16
Centro;Marche;PS;G537;0;2;1;1;1;5
Sud;Campania;SA;G538;1;2;2;0;0,5;5,5
Sud;Campania;SA;G540;0;0;0;1;0;1
Sud;Campania;CE;G541;0;0;0;0;2,5;2,5
Nord Ovest;Liguria;SV;G542;0;1;0;0;0;1
Isole;Sicilia;PA;G543;0;4,5;6;8,75;5,93;25,18
Nord Ovest;Valle d'Aosta;AO;G545;0;1;1,5;0;0;2,5
Nord Ovest;Lombardia;BS;G546;5;1,94;15;7,77;5;34,71
Centro;Toscana;SI;G547;1;11,5;7,67;3,5;6;29,67
Nord Ovest;Lombardia;BS;G549;0,5;3;7;9,5;3,5;23,5
Centro;Marche;PS;G551;0;2;0;2;4;8
Sud;Calabria;CS;G553;0;0;2;4;3;9
Sud;Abruzzo ;PE;G555;1;7;8,02;7,8;8,83;32,65
Nord Ovest;Lombardia;CO;G556;2;8;1;0;1;12
Nord Est;Emilia-Romagna;PC;G557;0,3;4,33;3;3,58;5,6;16,81
Nord Ovest;Lombardia;CR;G558;0;4;6;6;4,5;20,5
Nord Ovest;Piemonte;TO;G559;1;33,3;54,27;34,6;26,46;149,63
Nord Est;Veneto;VI;G560;0;2;2;0;5;9
Nord Ovest;Piemonte;CN;G561;0;0;1,04;6;5;12,04
Nord Ovest;Lombardia;BG;G564;0;1;0;2;1;4
Nord Est;Veneto;VE;G565;1,5;30,17;28,5;29,5;22;111,67
Nord Est;Emilia-Romagna;BO;G566;4;16,32;10,92;5;6;42,24
Sud;Campania;NA;G568;5,88;14,35;19,3;12,03;6,42;57,98
Nord Est;Emilia-Romagna;BO;G570;11;45,67;46,97;5,83;19,42;128,89
Centro;Lazio;VT;G571;3,75;5,67;3;2,6;1;16,02
Nord Ovest;Lombardia;SO;G572;0;1;2;0;1;4
Nord Ovest;Lombardia;BG;G574;0;0;2,5;2;2;6,5
Nord Ovest;Piemonte;CN;G575;2;6;4,67;4;8;24,67
Nord Ovest;Lombardia;SO;G576;2;2;0;1;1,5;6,5
Nord Ovest;Piemonte;BI;G577;0;0;0;1;2;3
Nord Ovest;Lombardia;BG;G579;1;5;0;0,67;0;6,67
Isole;Sicilia;EN;G580;21,67;34,52;38,66;21,34;28,7;144,89
Centro;Toscana;LU;G582;1;0,75;1;0;4;6,75
Nord Ovest;Lombardia;BG;G583;5,5;13,03;1,5;0,25;0,5;20,78
Nord Est;Veneto;PD;G587;2,5;13;17;17;17,71;67,21
Nord Ovest;Lombardia;BG;G588;0;0;1;1;0;2
Sud;Abruzzo ;PE;G589;0;1;1;1;1,83;4,83
Sud;Basilicata;PZ;G590;3;3;6;2;0,4;14,4
Centro;Lazio;FR;G591;3;1;2,67;2;1;9,67
Centro;Lazio;FR;G592;1,22;2,11;1,5;0;2;6,83
Nord Ovest;Piemonte;AT;G593;0;0,5;1;1;1;3,5
Nord Ovest;Piemonte;BI;G594;1,67;3;1;1,13;1;7,8
Sud;Campania;CE;G596;1,01;2,44;6,75;7,5;12,27;29,97
Isole;Sicilia;CT;G597;1,11;5,5;5,83;6;3;21,44
Centro;Lazio;FR;G598;3;12;11,33;10;0,11;36,44
Nord Ovest;Piemonte;VB;G600;1;2;1;1;2;7
Centro;Umbria;PG;G601;2;2;1;6;14,83;25,83
Centro;Toscana;SI;G602;0;2,5;3,17;2;8,67;16,34
Nord Ovest;Lombardia;CR;G603;0;3,5;3;4,5;0,5;11,5
Sud;Puglia;FG;G604;0,75;0;1;1,11;0;2,86
Nord Ovest;Liguria;SV;G605;98,5;128,17;23,69;3;5;258,36
Sud;Molise;IS;G606;0;3;0;1;0;4
Nord Ovest;Liguria;IM;G607;5;1;1,33;1;0;8,33
Sud;Abruzzo ;TE;G608;0;0;0;0;0;0
Sud;Molise;CB;G609;4;2,41;0,5;1;1,42;9,33
Sud;Molise;CB;G610;1;0;0;0;0;1
Sud;Campania;AV;G611;0;0;1;1;4,3;6,3
Nord Ovest;Lombardia;PV;G612;0,17;0;0;3;3,13;6,3
Sud;Abruzzo ;CH;G613;0;0;0;0;0;0
Sud;Basilicata;PZ;G614;3;2;3;2;1;11
Sud;Calabria;CS;G615;0;1;0;0;1;2
Sud;Basilicata;PZ;G616;10;5,5;4,83;3;2,78;26,11
Centro;Umbria;PG;G618;0;1;5;3;3,5;12,5
Nord Ovest;Piemonte;AL;G619;0;1;0;0;3;4
Sud;Campania;CE;G620;0;3;0;8;10,25;21,25
Sud;Abruzzo ;PE;G621;1;1;2;0;1,5;5,5
Sud;Calabria;CS;G622;0;5;4;3;0;12
Sud;Basilicata;PZ;G623;2;4;2;0;0;8
Isole;Sicilia;EN;G624;3;11,75;7,79;3,5;6,56;32,6
Nord Ovest;Piemonte;CN;G625;0;0;0;0;0;0
Sud;Campania;BN;G626;0;0;0;0;0;0
Centro;Marche;PS;G627;0;1;0;0;0;1
Centro;Toscana;LU;G628;16,76;37,38;40,87;27,08;51,25;173,34
Sud;Campania;AV;G629;1;5,2;5,33;3;1;15,53
Sud;Campania;CE;G630;0;2;2;0;1,5;5,5
Sud;Campania;BN;G631;3,92;3;1,5;2;1;11,42
Nord Ovest;Liguria;IM;G632;4,99;10;6,5;6;3;30,49
Nord Ovest;Lombardia;MN;G633;0;0;1;0;1;2
Nord Ovest;Lombardia;MI;G634;4;36,24;43,89;20,1;2,22;106,45
Nord Ovest;Lombardia;PV;G635;0;1;1;0,33;1,5;3,83
Centro;Toscana;PT;G636;3,5;11;16,5;10;11;52
Centro;Marche;MC;G637;0;1,5;0;2;0;3,5
Nord Est;Veneto;BL;G638;1,25;1;3;1;3;9,25
Nord Ovest;Lombardia;PV;G639;0;0;1,5;1;4;6,5
Nord Est;Veneto;BL;G642;5;10;6,5;6;4;31,5
Nord Est;Emilia-Romagna;BO;G643;1;12,98;23,42;11,5;8;56,9
Nord Est;Veneto;TV;G645;1;15;12;9,72;14,33;52,05
Nord Ovest;Liguria;GE;G646;1;8;11,17;2;4;26,17
Nord Ovest;Lombardia;CR;G647;0;0;1;0;5;6
Centro;Toscana;LU;G648;0;0;0;0,75;6,63;7,38
Nord Est;Emilia-Romagna;MO;G649;1,5;7;4,4;3;2,5;18,4
Nord Ovest;Lombardia;PV;G650;1;4;1,33;1;2,33;9,66
Nord Ovest;Lombardia;CR;G651;0;3;1;2;5;11
Centro;Toscana;AR;G653;0,93;2,5;4,84;2;3,66;13,93
Nord Est;Emilia-Romagna;RE;G654;4,5;7,5;3;2,5;1,59;19,09
Centro;Marche;MC;G657;4;3;3,67;1;0,5;12,17
Nord Ovest;Piemonte;VB;G658;0;1,5;3;0;4,5;9
Centro;Lazio;FR;G659;8;10;5;7;3,12;33,12
Nord Ovest;Liguria;IM;G660;3;5;1;1,5;1;11,5
Sud;Campania;CE;G661;0;2,67;4,67;3,92;8,33;19,59
Centro;Lazio;FR;G662;0;0;3,81;1;1,25;6,06
Sud;Basilicata;PZ;G663;0;5;15;11;9;40
Nord Ovest;Liguria;SP;G664;0,68;13;0,33;0;3;17,01
Nord Ovest;Lombardia;CO;G665;0;0,33;1;2,33;0,25;3,91
Nord Ovest;Piemonte;VC;G666;0;1,5;1;1;1;4,5
Isole;Sardegna;CA;G669;0;0;1;0;0;1
Sud;Campania;NA;G670;1;4,74;4,22;4,94;1,22;16,12
Nord Ovest;Lombardia;PV;G671;0;2;2;1,83;0;5,83
Nord Ovest;Piemonte;TO;G672;4,58;13,83;5;4,33;5;32,74
Nord Est;Veneto;RO;G673;0;0,22;1;1;1;3,22
Nord Ovest;Piemonte;TO;G674;50;158,1;125,84;50,67;50,56;435,17
Nord Ovest;Piemonte;AT;G676;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G678;4,12;4,67;6,02;4,01;22,5;41,32
Nord Est;Friuli- Venezia Giulia;PN;G680;0,33;1,33;1;2,49;1,5;6,65
Centro;Marche;PS;G682;0,4;1;3;2,5;2;8,9
Nord Ovest;Piemonte;CN;G683;0;3;5,5;2,5;1;12
Nord Ovest;Piemonte;TO;G684;1;10;8;2,33;4;25,33
Nord Ovest;Piemonte;VC;G685;1;3;0;0;1;5
Nord Ovest;Lombardia;MI;G686;20,59;204,88;85,79;28;13,5;352,76
Centro;Toscana;LI;G687;24,02;149,18;125,71;56,17;26,83;381,91
Nord Est;Veneto;PD;G688;4;11;8,51;4;12,11;39,62
Centro;Marche;MC;G690;0;0;2,5;0;2;4,5
Nord Ovest;Piemonte;TO;G691;2,5;74,84;58,08;36,51;35,43;207,36
Nord Ovest;Piemonte;AT;G692;0;0;1,5;0;3;4,5
Nord Est;Veneto;PD;G693;3;31,17;45;28,5;33,57;141,24
Nord Est;Veneto;VI;G694;0;8;10,4;10,67;10,83;39,9
Nord Ovest;Piemonte;AL;G695;0;0;0;0;6,75;6,75
Nord Est;Emilia-Romagna;PC;G696;2;2;8;0;9,29;21,29
Nord Ovest;Piemonte;CN;G697;0;0;0;1;6;7
Centro;Lazio;LT;G698;4;10,67;9;5,75;9;38,42
Isole;Sicilia;ME;G699;4;9,8;4;1,33;1;20,13
Centro;Toscana;PI;G702;116,05;332,96;291,19;258,27;216,62;1215,09
Nord Ovest;Piemonte;NO;G703;0;3;1;2;2;8
Centro;Lazio;RM;G704;1,5;2;3;0;0;6,5
Nord Ovest;Piemonte;TO;G705;0;3;5,5;4;4;16,5
Sud;Campania;SA;G707;4,33;10,04;4,66;3,33;1,25;23,61
Nord Ovest;Lombardia;BS;G710;2;16,78;30,97;13,8;5,5;69,05
Sud;Basilicata;MT;G712;32,33;38,75;33;19;5;128,08
Centro;Toscana;PT;G713;25,43;138,73;201,17;120,64;124,82;610,79
Centro;Toscana;PT;G715;0;6;3;1;0,17;10,17
Centro;Toscana;GR;G716;5;7,45;3,92;10,33;1;27,7
Nord Ovest;Lombardia;MN;G717;0;0;0,33;1;7,11;8,44
Nord Ovest;Lombardia;SO;G718;2;8;5;1;1;17
Nord Ovest;Piemonte;TO;G719;0;0;0;0;2;2
Nord Ovest;Lombardia;PV;G720;0;2;3;1;0;6
Nord Ovest;Lombardia;CR;G721;0,67;3,67;11,67;6;10,67;32,68
Sud;Calabria;VV;G722;12,2;34,5;22,89;22,92;9;101,51
Sud;Abruzzo ;CH;G724;4;3,89;0,78;0;3;11,67
Sud;Abruzzo ;AQ;G726;1,5;6;6,5;2,67;3,5;20,17
Sud;Molise;IS;G727;0;0;0;0;0;0
Sud;Calabria;VV;G728;0,5;2;1,75;0;0,07;4,32
Sud;Calabria;RC;G729;0;0;0;0;0;0
Sud;Calabria;CS;G733;0;0;1;0;0;1
Sud;Calabria;CZ;G734;0;1;0;3;2;6
Sud;Calabria;RC;G735;1;0;0;1;0;2
Nord Est;Friuli- Venezia Giulia;UD;G736;1;3;0;1;1;6
Nord Ovest;Lombardia;CO;G737;2;4;6;0;6,33;18,33
Isole;Sardegna;SS;G740;2;1;4;3;2,17;12,17
Nord Ovest;Liguria;SV;G741;0;0;0;1;1;2
Nord Ovest;Piemonte;CN;G742;0;3;8;3;6;20
Nord Est;Friuli- Venezia Giulia;UD;G743;1;1;1,75;2,33;9;15,08
Centro;Toscana;MS;G746;0;0,5;6;0;3;9,5
Nord Est;Emilia-Romagna;PC;G747;2;10,67;24;17,63;20,75;75,05
Centro;Lazio;FR;G749;3;4;2,5;1,5;1,67;12,67
Sud;Puglia;LE;G751;6,5;6,88;2;4;7;26,38
Centro;Toscana;SI;G752;7;81,96;71,94;34,15;21,6;216,65
Nord Ovest;Lombardia;MN;G753;2;6;12,5;3,67;20,58;44,75
Centro;Toscana;PO;G754;2;15,17;16;12;23,66;68,83
Centro;Lazio;RI;G756;0;4,75;0;3;1;8,75
Centro;Lazio;RI;G757;4;2;2;0;8,02;16,02
Centro;Umbria;PG;G758;0;0;0;0;0;0
Sud;Abruzzo ;CH;G760;0;1;1;1;2;5
Sud;Puglia;FG;G761;0;2,42;7;3;3,5;15,92
Sud;Campania;NA;G762;2,08;19;23,8;16,83;7;68,71
Centro;Lazio;RI;G763;3,78;15,78;13;4;6,67;43,23
Centro;Lazio;RI;G764;9;12,5;6;3;7;37,5
Centro;Lazio;RI;G765;2,5;4,5;3,5;4;2;16,5
Sud;Abruzzo ;AQ;G766;1;0;0;2;1;4
Isole;Sicilia;TP;G767;0;0;0;2;3;5
Nord Est;Emilia-Romagna;FE;G768;0;19,5;25,67;19,33;17;81,5
Sud;Puglia;BA;G769;1;1;0,33;0,38;1;3,71
Centro;Lazio;RI;G770;0;1;1;1;1;4
Centro;Marche;AN;G771;0;0;1;3;2,4;6,4
Nord Ovest;Lombardia;MI;G772;10;22,11;18,42;6,5;13,27;70,3
Nord Ovest;Lombardia;CO;G773;1;2;1;0;1;5
Nord Ovest;Lombardia;BG;G774;0;1,5;5,92;3;3,67;14,09
Nord Ovest;Piemonte;NO;G775;0;0;5;2;1;8
Nord Est;Veneto;VI;G776;2,79;1;4;3;7,33;18,12
Nord Ovest;Piemonte;TO;G777;3;23,5;15;10,67;14,5;66,67
Nord Ovest;Lombardia;BS;G779;0;3;5;5;2;15
Nord Est;Friuli- Venezia Giulia;PN;G780;1;12;8;3,83;11,54;36,37
Nord Est;Veneto;RO;G782;0;10;6;4,5;7,67;28,17
Nord Est;Emilia-Romagna;PR;G783;0;0,5;0;1;7,5;9
Centro;Lazio;RM;G784;3;4,33;3;0;0;10,33
Sud;Calabria;VV;G785;1;1,67;0;0;0;2,67
Sud;Basilicata;MT;G786;8;51,83;25,85;17,92;10,5;114,1
Sud;Puglia;BA;G787;28,46;51,25;37;19,17;12,75;148,63
Nord Est;Emilia-Romagna;PC;G788;0;1;0;1;0;2
Nord Est;Emilia-Romagna;MO;G789;0;1;4,46;1,58;3;10,04
Centro;Umbria;TR;G790;0;2;0;0;0;2
Sud;Calabria;RC;G791;12,9;8;7,33;7;2;37,23
Isole;Sicilia;PA;G792;4;3,83;4,33;5,33;5;22,49
Sud;Campania;SA;G793;0;1;1;6;12;20
Nord Ovest;Valle d'Aosta;AO;G794;1,34;2;2;0;1;6,34
Sud;Campania;NA;G795;6;12;10,44;13,36;6;47,8
Sud;Campania;SA;G796;2;8;5,5;5,23;4,92;25,65
Isole;Sicilia;PA;G797;30;11;12;1;0;54
Nord Ovest;Piemonte;BI;G798;1;1,5;0,5;1;6,63;10,63
Sud;Abruzzo ;CH;G799;1;2;2;6;8,5;19,5
Nord Ovest;Piemonte;CN;G800;0;2;4,96;1;3;10,96
Nord Ovest;Lombardia;BS;G801;4;16,16;5,17;2;5,17;32,5
Nord Est;Veneto;PD;G802;1;9;6;6,92;2,5;25,42
Centro;Marche;AN;G803;0;14;11,9;7,5;5,5;38,9
Centro;Toscana;PI;G804;1;7;5,5;10,5;8,25;32,25
Nord Ovest;Piemonte;TO;G805;0;2;0;1;0;3
Sud;Basilicata;MT;G806;7,96;9;6;4;2;28,96
Nord Ovest;Piemonte;AL;G807;0,5;0;0;0;2,5;3
Nord Ovest;Piemonte;NO;G809;2;2;4;1;4,67;13,67
Centro;Lazio;RM;G811;76,17;312,86;163,16;61,83;28,16;642,18
Sud;Campania;NA;G812;6,58;47,34;90,4;55,35;17,36;217,03
Sud;Campania;NA;G813;0;14;21,53;22,38;15,17;73,08
Nord Ovest;Liguria;IM;G814;3;3,5;2;0;1;9,5
Nord Ovest;Lombardia;BS;G815;0;1;4;2,67;6,24;13,91
Nord Ovest;Lombardia;MN;G816;0;0;1;1;5;7
Isole;Sardegna;OR;G817;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G818;1;11,21;9;3;5,88;30,09
Nord Ovest;Piemonte;BI;G820;0;4;6;5,5;12;27,5
Nord Ovest;Lombardia;CO;G821;0;0;0;0;1;1
Centro;Toscana;PI;G822;6;29,17;28,16;18,99;17,5;99,82
Nord Est;Veneto;PD;G823;1;0;5;3;4,83;13,83
Centro;Toscana;FI;G825;7,5;37,92;52,4;29,7;19,83;147,35
Nord Ovest;Piemonte;TO;G826;2,94;12,5;9,87;0,2;3;28,51
Sud;Campania;BN;G827;1;0;4;1;2;8
Nord Ovest;Lombardia;SO;G829;4;2;1,5;0;1,5;9
Nord Est;Friuli- Venezia Giulia;UD;G831;1;0;1;0;2;4
Centro;Toscana;PT;G833;0,67;16;7,33;7,5;12,33;43,83
Sud;Campania;SA;G834;9,02;51,52;53;37,55;11;162,09
Nord Est;Veneto;RO;G836;0;1;5,33;7;3,5;16,83
Nord Ovest;Piemonte;CN;G837;8;11,5;3;0;1;23,5
Centro;Lazio;FR;G838;1;6;19;10;13,69;49,69
Nord Ovest;Piemonte;AL;G839;1;5;3,5;0;5,5;15
Nord Ovest;Liguria;IM;G840;1;6;2;6;3;18
Nord Est;Emilia-Romagna;PC;G842;1;5,5;7,3;6;11,42;31,22
Centro;Toscana;PI;G843;9,5;85,45;69,13;53,25;29,83;247,16
Nord Ovest;Lombardia;BS;G844;15,56;36,36;8,8;6,5;2;69,22
Nord Est;Veneto;TV;G846;1;15;13,5;7,3;12,72;49,52
Nord Ovest;Lombardia;CO;G847;1;6;12,3;7,5;2;28,8
Sud;Campania;BN;G848;0,83;0;0;1;2,5;4,33
Sud;Campania;CE;G849;4,5;2;0,03;0;1;7,53
Nord Est;Veneto;PD;G850;0;2;4;4;2,67;12,67
Nord Ovest;Lombardia;PV;G851;0;4;2;1;4;11
Nord Est;Emilia-Romagna;PC;G852;0;6;13;9;11;39
Nord Ovest;Lombardia;BG;G853;0,72;12;17,17;12;18,5;60,39
Nord Ovest;Valle d'Aosta;AO;G854;2;8;8;5;0;23
Nord Est;Veneto;PD;G855;2,78;32;34,2;29,59;31,16;129,73
Nord Ovest;Lombardia;BG;G856;1;27,67;25;15,5;6,5;75,67
Nord Ovest;Piemonte;AL;G858;0;0;0;2,5;4,67;7,17
Nord Ovest;Lombardia;BS;G859;2;7,25;6;6,64;7,17;29,06
Nord Ovest;Valle d'Aosta;AO;G860;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;G861;0;1;0;0;3,5;4,5
Nord Ovest;Lombardia;MN;G862;2;7;5,58;2,58;3,5;20,66
Nord Ovest;Lombardia;BG;G864;1;3;7,5;3;4,17;18,67
Centro;Lazio;LT;G865;2;11,7;22,25;8;10,34;54,29
Nord Ovest;Liguria;SV;G866;3;0;0;0;4,5;7,5
Nord Ovest;Lombardia;BG;G867;1;9;10;3,75;5,39;29,14
Nord Ovest;Lombardia;BS;G869;0;9;8,75;8,5;12,08;38,33
Centro;Toscana;MS;G870;9,47;25,05;20,43;11;14,67;80,62
Centro;Lazio;LT;G871;3,87;7,87;2;3,33;3,33;20,4
Nord Ovest;Piemonte;AL;G872;0;0;0;2;2;4
Centro;Marche;AP;G873;1;2;3;2;2;10
Centro;Lazio;RM;G874;1;3;0;3;0;7
Nord Est;Veneto;TV;G875;0;21;31,88;11,33;27,67;91,88
Nord Ovest;Piemonte;AL;G877;2,83;9,67;2,17;8;11,67;34,34
Sud;Abruzzo ;PE;G878;4;7,42;13;8;4;36,42
Centro;Toscana;AR;G879;1;4,67;13,61;1,36;9,61;30,25
Centro;Umbria;TR;G881;1;5;5,5;3;5;19,5
Centro;Toscana;LU;G882;0;14,5;14,61;14,75;11,33;55,19
Nord Est;Friuli- Venezia Giulia;PN;G886;0;13,5;22,64;21,75;27,51;85,4
Sud;Campania;SA;G887;2,5;0;2;0;1;5,5
Nord Est;Friuli- Venezia Giulia;PN;G888;25,58;115,27;126,32;93,25;91;451,42
Nord Ovest;Lombardia;CO;G889;4,1;24,2;13,5;3,25;9;54,05
Nord Ovest;Liguria;IM;G890;2;0;2;2;4;10
Nord Est;Friuli- Venezia Giulia;UD;G891;0;1,5;2;2;3;8,5
Nord Ovest;Piemonte;AT;G894;1;0;2,83;2;7;12,83
Nord Ovest;Lombardia;PV;G895;0;2;2;4;4;12
Nord Ovest;Piemonte;TO;G900;1;3;2;3;1;10
Sud;Campania;NA;G902;23,01;112,63;136,68;94,93;46,81;414,06
Sud;Campania;CE;G903;3;2;15,58;4;4,33;28,91
Nord Est;Emilia-Romagna;FO;G904;1;0,33;0;2,33;2;5,66
Sud;Calabria;RC;G905;1;0;0;1;0;2
Nord Ovest;Lombardia;VA;G906;2;8,17;5;3,17;3;21,34
Nord Ovest;Lombardia;VA;G907;2;10,5;11,5;4;5;33
Nord Est;Veneto;TV;G909;0;0;2;0;3;5
Sud;Molise;CB;G910;1;2;2;1;2;8
Centro;Toscana;LI;G912;16;28;19;8;8;79
Nord Ovest;Liguria;GE;G913;3;0;1;0;2;6
Nord Est;Veneto;VE;G914;3,5;30,5;48,67;38,33;48,67;169,67
Nord Est;Emilia-Romagna;FE;G916;1;12,25;18;10;15;56,25
Nord Ovest;Lombardia;MN;G917;1;29,92;47,17;29,5;30,08;137,67
Centro;Marche;MC;G919;20,37;77;19,14;18,51;4,83;139,85
Centro;Marche;AP;G920;10,5;38,75;27,17;26,2;11,5;114,12
Centro;Marche;AP;G921;9;19;35,72;26,87;6,5;97,09
Isole;Sardegna;CA;G922;4;6;5,75;8,28;2;26,03
Nord Est;Veneto;RO;G923;0;7;13,5;10,19;10,83;41,52
Isole;Sardegna;SS;G924;2,88;27,5;29,25;15,17;13,61;88,41
Nord Ovest;Liguria;SP;G925;9,5;7,65;5,83;3;0;25,98
Nord Est;Veneto;RO;G926;9,25;29,27;27,49;14,5;16,28;96,79
Nord Ovest;Piemonte;BI;G927;1;2;2,5;2,5;3,5;11,5
Isole;Sardegna;NU;G929;1;10;5;0;1;17
Nord Est;Veneto;VI;G931;1;2;0,25;0;1;4,25
Sud;Campania;SA;G932;1;1;4;2;4;12
Nord Est;Veneto;TV;G933;1;0;3;3;2,5;9,5
Centro;Lazio;RI;G934;1,5;0;1;0;0,44;2,94
Centro;Lazio;FR;G935;2;1;1;0;1;5
Nord Ovest;Lombardia;SO;G937;0;1;0;1;0;2
Sud;Campania;SA;G939;1;2;0;1;0;4
Nord Ovest;Piemonte;VC;G940;0;2;0,5;1;5,67;9,17
Sud;Basilicata;PZ;G942;26,06;118,52;140,43;98,44;46,67;430,12
Nord Est;Veneto;VI;G943;0;1,4;2,1;4,5;5,9;13,9
Nord Est;Veneto;TV;G944;0;3;2;3,5;9;17,5
Nord Est;Veneto;VR;G945;2;17,5;15;15;15,92;65,42
Nord Est;Emilia-Romagna;RE;G947;0;1;3,5;4;11,33;19,83
Nord Est;Friuli- Venezia Giulia;UD;G949;0;2;6,88;6;15,22;30,1
Centro;Lazio;RI;G951;3;2,5;2;1;0;8,5
Isole;Sicilia;RG;G953;5,3;12,36;31,28;20,67;14,79;84,4
Sud;Molise;IS;G954;1;4;1;6;5;17
Nord Ovest;Lombardia;MI;G955;6;30,67;19;14;4,5;74,17
