AREA;Regione;prov;2013_CodCom;NTN 2013 fino a 50 mq;NTN 2013 50 -| 85 mq;NTN 2013 85 -| 115 mq;NTN 2013 115 -| 145 mq;NTN 2013 oltre 145 mq;NTN 2013
Centro;Marche;PS;H958;1;2;5;4;4,5;16,5
Sud;Calabria;RC;H959;1;4;1;0;0;6
Sud;Calabria;CS;H961;0;1;1;0;0;2
Sud;Calabria;CS;H962;2;0,5;2;4;1,8;10,3
Sud;Campania;BN;H967;0;1;1;1;2;5
Centro;Lazio;VT;H969;1;1,5;2,93;1;3;9,43
Sud;Calabria;RC;H970;0;1;1;1;2;5
Sud;Calabria;CS;H971;4,72;8;6,61;3;1,5;23,83
Sud;Campania;BN;H973;1;0;0,67;0,5;2;4,17
Isole;Sardegna;CA;H974;1;6,83;2;9;14;32,83
Sud;Campania;AV;H975;1;3;2,21;1;0;7,21
Sud;Calabria;CZ;H976;0;1;0;0;1,5;2,5
Sud;Campania;SA;H977;0;1;5;15;4;25
Sud;Campania;CE;H978;0;3,5;21;12,83;4,9;42,23
Centro;Marche;AN;H979;1;1;1;3;4;10
Centro;Toscana;PT;H980;3,5;7,5;11,67;9,11;12,62;44,4
Sud;Calabria;CS;H981;0,44;4;10;1;1,17;16,61
Isole;Sicilia;ME;H982;0;0;0;1;1;2
Sud;Campania;BN;H984;4,67;1;3,67;0;7,67;17,01
Sud;Puglia;FG;H985;14,85;24,44;21,68;13;4;77,97
Sud;Puglia;FG;H986;0,33;1;0,5;0;0,33;2,16
Nord Ovest;Piemonte;AT;H987;0;0;2;0;0;2
Sud;Molise;CB;H990;2;5;4;1;2;14
Sud;Abruzzo ;CH;H991;0;1;0;2;0,5;3,5
Sud;Calabria;CS;H992;1;1;0;0;0;2
Sud;Basilicata;PZ;H994;4,34;0,33;0;0;0,67;5,34
Nord Est;Veneto;RO;H996;3;1,23;5;5;4,98;19,21
Nord Ovest;Piemonte;TO;H997;1;0;0;0;3;4
Nord Est;Friuli- Venezia Giulia;PN;H999;0;1;0;0;2;3
Sud;Campania;BN;I002;0;1;1;0;1,67;3,67
Nord Est;Veneto;VR;I003;1;32,77;86,13;27,07;30,6;177,57
Nord Ovest;Lombardia;MN;I005;0;6;1,5;2,17;2,5;12,17
Nord Ovest;Lombardia;CR;I007;0;0;0;1;3,67;4,67
Nord Est;Veneto;PD;I008;0;9;12;10,5;15;46,5
Nord Est;Emilia-Romagna;RE;I011;0;10;9;12;13,67;44,67
Nord Ovest;Lombardia;LO;I012;2;10,5;19;2,5;2;36
Nord Ovest;Lombardia;PV;I014;3;20,5;22;4;7;56,5
Sud;Campania;AV;I016;5;3,25;9,6;6;13,61;37,46
Nord Ovest;Piemonte;AT;I017;0;1;0;0;5,5;6,5
Sud;Puglia;TA;I018;0;11,75;4;10;6,78;32,53
Sud;Campania;SA;I019;14,08;9;5,45;8,17;6;42,7
Sud;Molise;CB;I023;2,5;11,29;1,5;0,89;1;17,18
Nord Ovest;Piemonte;TO;I024;7,11;27,86;21,5;17,17;21,5;95,14
Nord Ovest;Piemonte;NO;I025;0;1;3;4,5;0;8,5
Sud;Calabria;KR;I026;1;0;1;3;3,1;8,1
Nord Est;Emilia-Romagna;FO;I027;6,05;18,67;28;14,5;5,5;72,72
Isole;Sicilia;PA;I028;2;2,58;2,89;0,25;1,08;8,8
Sud;Basilicata;MT;I029;2;2;1;2;1;8
Nord Ovest;Piemonte;TO;I030;3;43,86;45,75;26,96;19,47;139,04
Sud;Campania;SA;I031;0;8;0;1,5;1;10,5
Sud;Campania;SA;I032;0;1;0;0;0;1
Sud;Campania;AV;I034;0;1;0;4;3;8
Isole;Sicilia;CT;I035;11;5;4,5;2,42;1;23,92
Nord Ovest;Piemonte;CN;I037;2;3;1;0;4;10
Nord Est;Veneto;VE;I040;123,51;101,65;21,5;10,25;16,5;273,41
Sud;Puglia;BR;I045;5,8;2;10,61;3;1,58;22,99
Centro;Toscana;PI;I046;4,7;37,64;37,41;28,12;36,19;144,06
Nord Est;Veneto;VI;I047;3;2;1;3;3,5;12,5
Nord Ovest;Lombardia;PV;I048;0;10;6;5,5;3;24,5
Sud;Campania;BN;I049;0,5;0;0,5;0;0;1
Nord Ovest;Lombardia;CO;I051;0,28;0;0;0;0;0,28
Nord Ovest;Piemonte;NO;I052;0;0;1;1;4;6
Sud;Puglia;BA;I053;6,79;13;20,93;6,5;9,22;56,44
Sud;Puglia;FG;I054;25,24;15,92;30,18;14,01;13;98,35
Sud;Campania;CE;I056;3,8;17,14;31;58,4;21,83;132,17
Sud;Calabria;KR;I057;0;2;0;0;0;2
Sud;Calabria;VV;I058;1,67;1;3;0;1;6,67
Sud;Puglia;LE;I059;3,25;23,15;7,33;10;6;49,73
Sud;Calabria;CS;I060;17;134,2;33,17;7;1;192,37
Sud;Campania;AV;I061;0;0;0;0;0,5;0,5
Sud;Campania;BN;I062;0;2;1;6;9;18
Nord Est;Veneto;BL;I063;1;1,07;0,07;2,07;1,67;5,88
Sud;Puglia;BR;I066;2,5;7;3;3;3,11;18,61
Centro;Marche;AN;I071;0;1;1;0;1;3
Sud;Puglia;FG;I072;4;1,67;6;7,75;1,42;20,84
Sud;Campania;NA;I073;2;5;4;3;6,42;20,42
Nord Ovest;Piemonte;BI;I074;0;0;0;0;1;1
Nord Ovest;Piemonte;AT;I076;0;1;1;2;0;4
Nord Ovest;Lombardia;BG;I079;3;7;13,83;3,25;7;34,08
Isole;Sicilia;ME;I084;0;1;3;1;1;6
Centro;Toscana;FI;I085;7;7,5;6,22;6;6;32,72
Isole;Sicilia;ME;I086;1;5;3,52;3,75;2,67;15,94
Nord Est;Veneto;BL;I088;5,86;4,91;1;0,33;2,24;14,34
Sud;Campania;SA;I089;2;0;0;1;1,5;4,5
Nord Ovest;Piemonte;TO;I090;0;1;3;2;5;11
Nord Est;Friuli- Venezia Giulia;UD;I092;0;3;2;0;9,17;14,17
Sud;Calabria;CZ;I093;6;2;2,5;3;1;14,5
Sud;Calabria;CZ;I095;0;0;2,86;2,61;0;5,47
Sud;Molise;IS;I096;0;0;0;0,66;0;0,66
Isole;Sicilia;CT;I098;1;6;13,83;18;18,5;57,33
Sud;Calabria;RC;I102;0;0;0;0;0;0
Nord Est;Veneto;TV;I103;1;5,33;5;2,22;12,22;25,77
Nord Est;Veneto;VR;I105;0;1;2;0,17;7,5;10,67
Nord Est;Veneto;PD;I107;2;2,5;3;2;2;11,5
Sud;Calabria;CS;I108;1;0;0;1;0;2
Nord Est;Veneto;VR;I109;0;16,92;16,5;11;22,31;66,73
Nord Est;Emilia-Romagna;BO;I110;8;64,75;41,5;11;14,6;139,85
Sud;Campania;CE;I113;0;0;0;1;0,67;1,67
Sud;Calabria;CS;I114;1;3;4;0;2;10
Sud;Puglia;LE;I115;1;4,33;4,77;0,33;3;13,43
Nord Ovest;Piemonte;NO;I116;0;4;2;4,5;4,5;15
Nord Est;Veneto;VI;I117;0;1;0;0;0;1
Isole;Sardegna;CA;I118;1;6,5;4;1;0;12,5
Sud;Puglia;BR;I119;2;11,27;16;7,72;5,67;42,66
Nord Est;Veneto;PD;I120;0;3,5;3;8,3;3;17,8
Sud;Abruzzo ;AQ;I121;0;0;0;0;0;0
Sud;Molise;CB;I122;0;1;1;0;2;4
Nord Est;Emilia-Romagna;RE;I123;2,5;7;8;3;13;33,5
Nord Est;Veneto;TV;I124;1;4;4;2,5;3,42;14,92
Centro;Lazio;RM;I125;5,88;8;7;0;3,5;24,38
Nord Ovest;Piemonte;TO;I126;0;0;0;1;0;1
Nord Est;Emilia-Romagna;MO;I128;0;2,22;2;1,88;0,5;6,6
Sud;Campania;AV;I129;0;1;1;1;4;7
Sud;Campania;CE;I130;0;2;1;1;3;7
Sud;Campania;CE;I131;1,83;11;20,5;11,83;4;49,16
Sud;Calabria;RC;I132;1;0;1;0;0;2
Nord Est;Emilia-Romagna;MO;I133;0;17;12,38;5;6,75;41,13
Centro;Toscana;SI;I135;3;3;7;2,39;3;18,39
Nord Est;Friuli- Venezia Giulia;PN;I136;0;5,5;1;1;4;11,5
Nord Ovest;Piemonte;TO;I137;0;4,17;4;2;5,67;15,84
Nord Ovest;Liguria;IM;I138;138,38;215,57;92,02;31,67;29,75;507,39
Sud;Calabria;RC;I139;0;0;1;1;0;2
Nord Ovest;Lombardia;LO;I140;2;2,22;5;2,59;0;11,81
Centro;Toscana;LU;I142;0;0;2;1;3;6
Sud;Campania;SA;I143;0;0;1;1;0;2
Nord Ovest;Piemonte;AL;I144;1;0,5;2;5;5,5;14
Sud;Campania;BN;I145;0,5;3;4;7;7;21,5
Isole;Sicilia;ME;I147;0;0;0;0;2,33;2,33
Sud;Abruzzo ;CH;I148;12,98;44,59;40;44,84;12;154,41
Nord Ovest;Piemonte;AL;I150;1;0;0;0;2;3
Sud;Campania;NA;I151;0;5,5;11,77;14,14;11,75;43,16
Nord Ovest;Piemonte;TO;I152;0;1;2;4;5;12
Nord Est;Emilia-Romagna;PR;I153;1,67;3;6,7;6,87;10,05;28,29
Nord Ovest;Piemonte;TO;I154;1;4;7;5,5;8;25,5
Centro;Toscana;AR;I155;0;17;19,8;22,17;23,5;82,47
Centro;Marche;MC;I156;3;16,5;26,61;19,25;11,73;77,09
Sud;Basilicata;PZ;I157;0,25;3;0,25;0;1;4,5
Sud;Puglia;FG;I158;43,05;72,45;83,98;75,82;61,96;337,26
Nord Ovest;Lombardia;CO;I162;4;9;7;1;6;27
Sud;Campania;AV;I163;1;0;0;0;2;3
Sud;Calabria;CZ;I164;0;9;1;3;3;16
Sud;Calabria;CS;I165;0;3,8;0;0;0;3,8
Isole;Sardegna;CA;I166;3;16,88;18,5;6,89;10;55,27
Nord Ovest;Lombardia;BG;I168;2,5;5,83;3;0,5;1;12,83
Isole;Sicilia;CL;I169;3;7;4;6,33;7,75;28,08
Sud;Calabria;CZ;I170;0;7;1;1,54;2;11,54
Sud;Calabria;CS;I171;0;0;0;1;0;1
Sud;Puglia;LE;I172;5,5;10,67;4;1,83;2,5;24,5
Isole;Sicilia;PA;I174;0;3;0;0;1;4
Nord Ovest;Lombardia;PV;I175;0;2;3;2,5;3,99;11,49
Sud;Calabria;RC;I176;0;1;1;0;0;2
Centro;Toscana;PI;I177;2;10,17;19,5;15,85;16,84;64,36
Isole;Sicilia;RG;I178;10,66;27,01;17,17;7,64;8,92;71,4
Sud;Campania;BN;I179;1;0;1;2;1;5
Sud;Molise;CB;I181;1;2,5;5,17;2;2,33;13
Isole;Sardegna;CA;I182;0;1,3;2,15;2,1;2,6;8,15
Sud;Calabria;CS;I183;0;2;1;6;2,75;11,75
Isole;Sicilia;ME;I184;0;0;1;0;1,5;2,5
Isole;Sicilia;AG;I185;0;3;1,83;3;1,8;9,63
Centro;Toscana;GR;I187;7,67;6,5;6,5;4,7;6,37;31,74
Isole;Sicilia;PA;I188;7,61;15,23;6,6;11,14;13,58;54,16
Sud;Molise;IS;I189;5;0;0;0;1;6
Nord Ovest;Piemonte;AL;I190;0;0;0;0;0;0
Nord Est;Emilia-Romagna;BO;I191;3;24,85;19,5;10,5;9,8;67,65
Sud;Calabria;CS;I192;3,67;2;0;2;3;10,67
Sud;Puglia;FG;I193;6,35;6,73;1;1,5;2;17,58
Nord Est;Emilia-Romagna;RA;I196;1,1;3,55;5,5;9;5;24,15
Sud;Campania;BN;I197;4;17,51;6;8,34;15,13;50,98
Sud;Calabria;RC;I198;1;0;0;0;0;1
Isole;Sicilia;ME;I199;6;21,49;10,2;23;9,5;70,19
Centro;Marche;PS;I201;1;1;4;0,83;2,75;9,58
Isole;Sicilia;CT;I202;0;4;9;6,67;24,95;44,62
Nord Ovest;Lombardia;PV;I203;0;2;2;1,5;2;7,5
Isole;Sardegna;OR;I205;0;3;1,69;2;3;9,69
Nord Est;Veneto;BL;I206;1;5;12,5;9,93;15,17;43,6
Nord Est;Veneto;PD;I207;2;4;4;5,87;3,54;19,41
Sud;Campania;NA;I208;2;6;6,3;5,75;2,28;22,33
Nord Est;Emilia-Romagna;FE;I209;1,5;13,34;8,83;6,67;10,95;41,29
Nord Ovest;Piemonte;CN;I210;1;5;2;1;4;13
Nord Ovest;Lombardia;PV;I213;0;1,5;0;5,5;1,5;8,5
Sud;Calabria;RC;I214;1;1;0;0;0;2
Isole;Sicilia;ME;I215;10,5;11,5;2,92;0,5;1;26,42
Isole;Sicilia;CT;I216;1;4;1,67;1;2,5;10,17
Centro;Toscana;PI;I217;2;9,5;2;3,5;3;20
Sud;Campania;AV;I219;1;0;0,75;0;0,75;2,5
Isole;Sicilia;ME;I220;0;2;7,5;3;1;13,5
Nord Est;Veneto;TV;I221;1;12;22,5;15;14,06;64,56
Isole;Sicilia;AG;I224;0,33;0,5;3;6,33;12;22,16
Nord Ovest;Liguria;GE;I225;5;23,54;20,03;15,25;16,91;80,73
Nord Est;Veneto;PD;I226;0,67;2,67;0;2,33;4;9,67
Nord Ovest;Lombardia;PV;I230;1;0;1;0;0,44;2,44
Centro;Toscana;PI;I232;1;31,58;21,22;13,87;10,83;78,5
Sud;Campania;CE;I233;8;20;27;15,22;17;87,22
Sud;Campania;CE;I234;19,35;19,95;47,08;70,27;38,68;195,33
Nord Ovest;Lombardia;PV;I236;2;7;12,84;2;7,92;31,76
Nord Ovest;Lombardia;PV;I237;1;2;3,33;6,5;1,67;14,5
Sud;Molise;IS;I238;0;1;2;0;2,48;5,48
Isole;Sicilia;CT;I240;2;7,5;4;3;4;20,5
Nord Est;Veneto;VE;I242;1;28,8;18,33;20,5;26,88;95,51
Nord Ovest;Lombardia;LC;I243;0;3,67;3;2;3,5;12,17
Sud;Abruzzo ;CH;I244;0;1;9;1,77;3;14,77
Sud;Campania;CE;I247;7;1,67;2;2;5,87;18,54
Nord Est;Friuli- Venezia Giulia;UD;I248;0;2;2;0;2,9;6,9
Nord Ovest;Piemonte;VB;I249;1,13;10,51;16,5;1,38;2;31,52
Centro;Marche;AN;I251;1;4,16;1,67;4;2,17;13
Sud;Campania;SA;I253;8,5;12,5;4;1;2;28
Isole;Sicilia;ME;I254;0;0;0,25;0,93;0,93;2,11
Centro;Lazio;RM;I255;47,67;123,93;50;19,58;16,17;257,35
Centro;Lazio;FR;I256;0;0;0;0;0,81;0,81
Nord Ovest;Piemonte;TO;I258;0;2;8,4;4,5;10;24,9
Nord Est;Veneto;VR;I259;4,08;25,53;42,08;13,4;22,76;107,85
Sud;Campania;SA;I260;0;1,2;0;1;0;2,2
Sud;Campania;CE;I261;0;0;5;8,89;5,5;19,39
Sud;Campania;NA;I262;15,3;15,53;26,37;27,77;13,69;98,66
Centro;Umbria;PG;I263;0;0,67;1,5;1,67;0;3,84
Sud;Campania;AV;I264;1;1;0,83;1;1,78;5,61
Centro;Lazio;FR;I265;0;0;0;0;0;0
Sud;Calabria;CZ;I266;6,16;9,25;7;1;2;25,41
Isole;Sardegna;CA;I271;0;0,93;1;3;0;4,93
Sud;Campania;CE;I273;2;4;1;0;1;8
Nord Ovest;Lombardia;LO;I274;3;24,16;28,5;11;9,03;75,69
Nord Est;Veneto;PD;I275;0;6;6,5;8,8;7,33;28,63
Nord Ovest;Lombardia;PV;I276;0;0;1;1;1;3
Sud;Campania;BN;I277;0,8;3;3;2,6;7,5;16,9
Sud;Campania;SA;I278;1;1;1;0;0;3
Sud;Campania;AV;I279;1;1;0;1;3,16;6,16
Sud;Campania;AV;I280;0,8;0;0;0;0;0,8
Sud;Campania;AV;I281;3;5,67;3,31;2;5,02;19
Sud;Molise;IS;I282;0;0;0;0;0;0
Isole;Sicilia;ME;I283;0;1;1;0;0;2
Centro;Lazio;RM;I284;2,67;12,5;12;5;5;37,17
Centro;Marche;PS;I285;0;17,5;13,95;5;6,67;43,12
Centro;Marche;MC;I286;0;1;0;1,5;1;3,5
Centro;Marche;PS;I287;0;3;3;4;3,4;13,4
Sud;Basilicata;PZ;I288;1;0;0;0;1;2
Sud;Molise;CB;I289;0;2;1;0;0;3
Isole;Sicilia;AG;I290;6;1;2;0;1;10
Isole;Sicilia;TP;I291;0;2,5;4;6;3,25;15,75
Nord Est;Veneto;VR;I292;1;3;3,68;3;3,8;14,48
Sud;Campania;NA;I293;11,06;21,77;16;17,74;6,91;73,48
Isole;Sardegna;CA;I294;7;38;8;7,93;9,86;70,79
Nord Ovest;Piemonte;TO;I296;2;7,67;5;3;7;24,67
Isole;Sardegna;OR;I298;0;0;0;0;0;0
Sud;Campania;NA;I300;8,33;7,07;11,5;4,37;1,5;32,77
Sud;Campania;AV;I301;0;0;2,2;0;2;4,2
Centro;Lazio;FR;I302;0;3,33;0;1;3;7,33
Nord Est;Emilia-Romagna;RN;I304;4;52,41;38,19;18,16;11,35;124,11
Sud;Basilicata;PZ;I305;12;11;8,83;1;4;36,83
Sud;Campania;CE;I306;2,25;10,66;39,81;7,99;7,07;67,78
Sud;Campania;SA;I307;0;2;1;3;6;12
Sud;Calabria;KR;I308;6;2;2;0;0;10
Sud;Calabria;CS;I309;0;1;0;0,75;1;2,75
Nord Est;Emilia-Romagna;FO;I310;3;5,25;6,5;1,5;3,5;19,75
Isole;Sicilia;ME;I311;8,47;22,92;16,33;5;9,75;62,47
Isole;Sardegna;SS;I312;11;45,25;9,85;3,5;7;76,6
Isole;Sicilia;CT;I314;3,5;6,2;7;13,11;2,5;32,31
Centro;Marche;AP;I315;0;1;1;1;2;5
Nord Ovest;Piemonte;CN;I316;1;4;0,5;3;7,5;16
Sud;Campania;SA;I317;6;7,45;6;4,22;5,17;28,84
Sud;Abruzzo ;TE;I318;0;10,5;12;11;7,66;41,16
Nord Est;Veneto;PD;I319;1;1;6;3;6,6;17,6
Sud;Molise;CB;I320;1,67;3;0,67;0;1;6,34
Centro;Lazio;FR;I321;3;4;9,33;3,3;1,17;20,8
Sud;Calabria;CZ;I322;1;2;1;1;1,5;6,5
Centro;Marche;AP;I324;1;11,5;12,63;8,25;7;40,38
Sud;Abruzzo ;AQ;I326;1;6,5;1,5;0;3;12
Nord Ovest;Piemonte;TO;I327;2;23,83;24;12,2;10;72,03
Isole;Sicilia;ME;I328;1;3;0;1;1;6
Isole;Sardegna;NU;I329;19,25;76,03;17;8;7,28;127,56
Sud;Puglia;BA;I330;17,42;25,28;52,9;38,61;26,33;160,54
Sud;Abruzzo ;PE;I332;1;1;0;1;1,5;4,5
Sud;Calabria;RC;I333;2;2;2;10;2;18
Sud;Abruzzo ;CH;I335;0;4;0;0;1;5
Sud;Abruzzo ;AQ;I336;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;I337;0;10,75;8;10,5;4;33,25
Centro;Lazio;LT;I339;5;4;4,34;1,5;6,3;21,14
Sud;Calabria;RC;I341;4;4;5,5;0;0;13,5
Nord Est;Emilia-Romagna;RE;I342;1;7;25,34;10,22;5;48,56
Centro;Marche;PS;I344;0;1;2;1,5;1;5,5
Nord Est;Veneto;BL;I345;3;9,13;3;2;2,5;19,63
Nord Ovest;Liguria;GE;I346;0;16;17,5;6,75;5,93;46,18
Nord Est;Veneto;BL;I347;2;5,28;2;0;0;9,28
Sud;Abruzzo ;TE;I348;2;2,25;2;7,75;9,75;23,75
Nord Ovest;Lombardia;BG;I349;2;8;3;2;0,3;15,3
Sud;Calabria;VV;I350;1;10;0;2;1;14
Centro;Lazio;FR;I351;1;1;0;2;2;6
Centro;Lazio;RM;I352;3;4,43;3;0,67;0,83;11,93
Nord Est;Veneto;VI;I353;1,5;6;4,5;7,75;9,5;29,25
Isole;Sicilia;AG;I356;2,94;1;4;3;3;13,94
Sud;Campania;AV;I357;2;0;2,22;4;1,5;9,72
Sud;Calabria;CS;I359;0;0;1;2;1;4
Sud;Abruzzo ;AQ;I360;0;1;0;0;0;1
Nord Ovest;Lombardia;MI;I361;2,17;12;7,33;5;3;29,5
Nord Ovest;Lombardia;LO;I362;0;1;0;2,5;1,34;4,84
Nord Ovest;Liguria;SP;I363;3;38,29;31;16,83;5,33;94,45
Centro;Lazio;FR;I364;2,33;4,83;1;0,5;2,16;10,82
Nord Ovest;Liguria;IM;I365;12,8;18,73;2;0;1;34,53
Nord Ovest;Piemonte;CN;I367;1;1;4;3,8;11,5;21,3
Nord Ovest;Liguria;GE;I368;7;4;4;3,5;0;18,5
Isole;Sicilia;ME;I370;2,78;8,1;2,44;3;5;21,32
Sud;Calabria;RC;I371;2;2,5;2,5;1;0;8
Nord Ovest;Piemonte;CN;I372;2;0;2;2;5;11
Nord Est;Veneto;VE;I373;1;13,02;13;10,08;19,81;56,91
Isole;Sardegna;OR;I374;0;0,25;1;2,02;3,22;6,49
Nord Est;Veneto;PD;I375;0;0;0;3;3,83;6,83
Sud;Abruzzo ;PE;I376;0;1;1,25;2,33;1,75;6,33
Sud;Campania;SA;I377;11;5,5;9,06;2;4,25;31,81
Centro;Umbria;TR;I381;0;2;0;1;3;6
Nord Est;Veneto;TV;I382;0;11;14,5;9,5;15;50
Isole;Sardegna;OR;I384;0;5,5;5;3,25;2;15,75
Sud;Calabria;CS;I388;0;1;2;0;1;4
Sud;Abruzzo ;AQ;I389;0;4;2;0;1;7
Centro;Toscana;LI;I390;12,6;41,78;28,87;17,67;7,17;108,09
Sud;Campania;NA;I391;2;14,2;14;6,2;3,2;39,6
Nord Est;Veneto;BL;I392;2,5;16,88;12,5;2,5;2,7;37,08
Sud;Calabria;CZ;I393;1;4,5;0;0;0;5,5
Sud;Abruzzo ;CH;I394;3,78;14,69;10;5,5;4,33;38,3
Sud;Puglia;BR;I396;8,92;22,05;28,22;24,25;11;94,44
Centro;Lazio;RM;I400;4,72;11,3;1;3,84;6;26,86
Nord Est;Veneto;VI;I401;0;8;8,5;5,25;3;24,75
Isole;Sardegna;CA;I402;1,88;4,86;2,75;2,5;6,42;18,41
Nord Est;Friuli- Venezia Giulia;PN;I403;2;27,5;41;23;32,5;126
Nord Est;Friuli- Venezia Giulia;UD;I405;0;0,17;1;4;4;9,17
Isole;Sicilia;TP;I407;10,67;32,07;13,21;4;6,17;66,12
Centro;Lazio;FR;I408;1,94;0;1;0,5;4,5;7,94
Nord Ovest;Lombardia;MI;I409;4;19;19;3,5;12,33;57,83
Sud;Campania;SA;I410;0;0,95;0;0,95;0;1,9
Nord Ovest;Lombardia;BS;I412;1;10;4;9,1;5,8;29,9
Nord Est;Veneto;VR;I414;1;9;3;1,5;8;22,5
Nord Ovest;Lombardia;MI;I415;3;23,33;14,5;8,5;6;55,33
Nord Ovest;Lombardia;PV;I416;0;0;1,33;0,25;1;2,58
Nord Est;Veneto;TV;I417;0;3;7;3;6,88;19,88
Nord Est;Veneto;PD;I418;1;7;20;10;12,66;50,66
Isole;Sicilia;ME;I420;0;2,88;3;0;0;5,88
Nord Est;Veneto;BL;I421;3,94;12,54;5,5;0,83;2,5;25,31
Sud;Campania;SA;I422;7;11,81;13,47;7;2;41,28
Sud;Calabria;CS;I423;4;3,17;1,33;4,5;4,17;17,17
Centro;Lazio;RM;I424;4;0;1;0;0;5
Nord Est;Veneto;VI;I425;0;1,5;6,5;1;3,17;12,17
Sud;Basilicata;PZ;I426;1;0;0,75;1;1;3,75
Isole;Sardegna;CA;I428;0,9;0,75;3,78;3,9;9,98;19,31
Nord Ovest;Piemonte;AL;I429;0;1;3;0;0;4
Nord Est;Veneto;VI;I430;1;8;9,17;6,67;15,62;40,46
Nord Ovest;Piemonte;AL;I432;0;1,83;0,83;0;4,89;7,55
Nord Ovest;Lombardia;BS;I433;3;23;30,67;19,5;18,75;94,92
Nord Est;Emilia-Romagna;PC;I434;0;0;5,33;3;3;11,33
Nord Est;Veneto;TV;I435;1;2;5;4;3,25;15,25
Centro;Marche;MC;I436;4,13;3,64;7,51;7;0,51;22,79
Nord Ovest;Lombardia;BG;I437;4,52;15,76;22,35;3,5;7,67;53,8
Sud;Campania;SA;I438;20,33;22,05;22,96;19,24;9;93,58
Nord Ovest;Lombardia;VA;I441;12;111,09;90,52;51,5;48,75;313,86
Nord Ovest;Valle d'Aosta;AO;I442;2;6;5;9;3;25
Isole;Sardegna;CA;I443;1;4;8,89;7;4,08;24,97
Nord Est;Emilia-Romagna;FO;I444;6;1,46;2,5;5,07;0,5;15,53
Centro;Toscana;SI;I445;2;18,67;12,5;8,63;10,33;52,13
Nord Ovest;Lombardia;PV;I447;0;4,5;0;1;2;7,5
Isole;Sardegna;NU;I448;0;0;0,75;0;1,04;1,79
Nord Ovest;Liguria;SP;I449;20;75,89;50,5;17,67;16,48;180,54
Sud;Campania;SA;I451;0;1;0;3,5;0,83;5,33
Isole;Sardegna;SS;I452;73,41;245,64;232,21;136,55;89,27;777,08
Nord Ovest;Liguria;SV;I453;0;5,5;6,42;8,42;5,17;25,51
Centro;Toscana;LI;I454;1;2,47;2;1;1;7,47
Sud;Campania;BN;I455;0;0;1;0;1;2
Sud;Basilicata;PZ;I457;1;5;2;1;0,66;9,66
Centro;Marche;PS;I459;0;2,45;7,8;4,75;5,11;20,11
Centro;Marche;PS;I460;1;2;3;1;0,83;7,83
Centro;Marche;AN;I461;3,63;10,5;8;7;7;36,13
Nord Est;Emilia-Romagna;MO;I462;6,44;53,38;81,26;47,34;31,53;219,95
Sud;Calabria;CZ;I463;0,75;9;15;9;9,67;43,42
Nord Est;Friuli- Venezia Giulia;UD;I464;1;1;4;0;1;7
Nord Ovest;Piemonte;TO;I465;9,15;16,65;2;1,33;0;29,13
Nord Ovest;Piemonte;TO;I466;24,5;38,63;12,5;5,5;0;81,13
Sud;Puglia;TA;I467;3;10;12,37;9,63;12,5;47,5
Sud;Calabria;KR;I468;3;3;1;1;5;13
Sud;Campania;NA;I469;1,91;5,8;9,89;9,35;9,17;36,12
Nord Ovest;Piemonte;CN;I470;9,17;64,46;71,25;38,77;50,91;234,56
Sud;Campania;AV;I471;0;5;2;0;0;7
Nord Est;Emilia-Romagna;FO;I472;9;35,6;20;13,5;10,33;88,43
Nord Est;Emilia-Romagna;MO;I473;1,5;13;7,5;4,42;0;26,42
Nord Est;Emilia-Romagna;BO;I474;1;3,8;3;6,17;6,67;20,64
Nord Ovest;Liguria;GE;I475;6,5;7,83;10,28;6;4;34,61
Nord Ovest;Lombardia;BS;I476;0;3;2,15;0;0,15;5,3
Isole;Sicilia;ME;I477;0;3,89;0;0;2;5,89
Nord Est;Friuli- Venezia Giulia;UD;I478;1;1;1;0;1,05;4,05
Nord Ovest;Liguria;SV;I480;41,99;196,1;136,94;80,49;40,25;495,77
Sud;Abruzzo ;PE;I482;0;2,89;1,5;2,5;1,11;8
Sud;Campania;SA;I483;18;18,75;34,51;42,1;22,67;136,03
Nord Ovest;Piemonte;CN;I484;1;0;0;0;1;2
Sud;Calabria;CS;I485;0;1;0;1;1;3
Sud;Campania;SA;I486;2;1;0;1;0;4
Nord Ovest;Lombardia;PV;I487;0;0;1;0;0;1
Sud;Calabria;CS;I489;99,71;172,08;44;16,59;6;338,38
Nord Ovest;Piemonte;TO;I490;0;6;6,5;7;1,5;21
Isole;Sicilia;ME;I492;3;8;2;3;0,5;16,5
Sud;Campania;AV;I493;0;0;1;1;0;2
Sud;Calabria;KR;I494;2;2;0;1;0;5
Nord Est;Emilia-Romagna;RE;I496;2,5;38,5;51,04;17,17;17,94;127,15
Nord Ovest;Lombardia;CR;I497;0;0;0;2;4,54;6,54
Nord Ovest;Lombardia;CR;I498;0;0;0;1;1,5;2,5
Centro;Lazio;RI;I499;4;12;7;5;5;33
Sud;Abruzzo ;AQ;I501;4;6,67;7,5;1;4;23,17
Isole;Sardegna;OR;I503;0;1;1;0;3,5;5,5
Centro;Toscana;GR;I504;4;6;3,75;5;9,73;28,48
Nord Ovest;Lombardia;BG;I506;2,83;18,5;26,03;11,83;16,33;75,52
Sud;Molise;IS;I507;1;1;0,66;0;0;2,66
Centro;Toscana;GR;I510;1,67;23,34;7,67;3;2;37,68
