Area;Regione;Provincia;2023_CodCom;Comune;Cod_Istat
Sud;Calabria;KR;D236;CUTRO;101012
Sud;Puglia;LE;D237;CUTROFIANO;75026
Nord Ovest;Lombardia;VA;D238;CUVEGLIO;12062
Nord Ovest;Lombardia;VA;D239;CUVIO;12063
Nord Ovest;Lombardia;MI;D244;DAIRAGO;15099
Nord Ovest;Lombardia;BG;D245;DALMINE;16091
Nord Est;Veneto;BL;D247;DANTA DI CADORE;25017
Nord Ovest;Lombardia;BS;D251;DARFO BOARIO TERME;17065
Sud;Calabria;VV;D253;DASA';102007
Nord Ovest;Liguria;GE;D255;DAVAGNA;10021
Nord Ovest;Lombardia;VA;D256;DAVERIO;12064
Sud;Calabria;CZ;D257;DAVOLI;79042
Nord Ovest;Lombardia;SO;D258;DAZIO;14025
Isole;Sardegna;CA;D259;DECIMOMANNU;92015
Isole;Sardegna;CA;D260;DECIMOPUTZU;111013
Sud;Calabria;CZ;D261;DECOLLATURA;79043
Nord Ovest;Liguria;SV;D264;DEGO;9027
Nord Ovest;Liguria;SP;D265;DEIVA MARINA;11012
Nord Ovest;Lombardia;SO;D266;DELEBIO;14026
Isole;Sicilia;CL;D267;DELIA;85006
Sud;Calabria;RC;D268;DELIANUOVA;80031
Sud;Puglia;FG;D269;DELICETO;71022
Nord Ovest;Lombardia;BS;D270;DELLO;17066
Nord Ovest;Piemonte;CN;D271;DEMONTE;4079
Nord Ovest;Piemonte;AL;D272;DENICE;6065
Nord Ovest;Piemonte;AL;D277;DERNICE;6066
Nord Ovest;Lombardia;CR;D278;DEROVERE;19040
Centro;Umbria;PG;D279;DERUTA;54017
Nord Ovest;Lombardia;LC;D280;DERVIO;97030
Nord Ovest;Piemonte;VC;D281;DESANA;2054
Nord Ovest;Lombardia;BS;D284;DESENZANO DEL GARDA;17067
Nord Ovest;Lombardia;MI;D286;DESIO;108023
Isole;Sardegna;NU;D287;DESULO;91016
Sud;Calabria;CS;D289;DIAMANTE;78048
Sud;Calabria;CS;D290;SCIGLIANO;78139
Nord Ovest;Piemonte;CN;D291;DIANO D`ALBA;4080
Sud;Campania;SA;D292;TEGGIANO;65146
Nord Ovest;Liguria;IM;D293;DIANO ARENTINO;8025
Nord Ovest;Liguria;IM;D296;DIANO CASTELLO;8026
Nord Ovest;Liguria;IM;D297;DIANO MARINA;8027
Nord Ovest;Liguria;IM;D298;DIANO SAN PIETRO;8028
Centro;Toscana;FI;D299;DICOMANO;48013
Nord Est;Friuli- Venezia Giulia;UD;D300;DIGNANO;30032
Sud;Calabria;VV;D303;DINAMI;102008
Sud;Calabria;CS;D304;DIPIGNANO;78049
Sud;Puglia;LE;D305;DISO;75027
Nord Ovest;Piemonte;NO;D309;DIVIGNANO;3060
Nord Ovest;Lombardia;CO;D310;DIZZASCO;13087
Nord Ovest;Piemonte;CN;D314;DOGLIANI;4081
Sud;Abruzzo;CH;D315;DOGLIOLA;69029
Nord Est;Friuli- Venezia Giulia;UD;D316;DOGNA;30033
Nord Est;Veneto;VR;D317;DOLCE`;23031
Nord Ovest;Liguria;IM;D318;DOLCEACQUA;8029
Nord Ovest;Liguria;IM;D319;DOLCEDO;8030
Isole;Sardegna;CA;D323;DOLIANOVA;111014
Nord Est;Veneto;VE;D325;DOLO;27012
Nord Ovest;Lombardia;LC;D327;DOLZAGO;97031
Sud;Calabria;CS;D328;DOMANICO;78050
Nord Ovest;Lombardia;CO;D329;DOMASO;13089
Nord Est;Veneto;BL;D330;DOMEGGE DI CADORE;25018
Sud;Campania;AV;D331;DOMICELLA;64031
Nord Ovest;Piemonte;VB;D332;DOMODOSSOLA;103028
Isole;Sardegna;CA;D333;DOMUS DE MARIA;111015
Isole;Sardegna;CA;D334;DOMUSNOVAS;111016
Nord Ovest;Valle d'Aosta;AO;D338;DONNAS;7023
Nord Ovest;Piemonte;BI;D339;DONATO;96024
Nord Ovest;Lombardia;CO;D341;DONGO;13090
Isole;Sardegna;CA;D344;DONORI;111017
Isole;Sardegna;NU;D345;DORGALI;91017
Nord Ovest;Lombardia;LC;D346;DORIO;97032
Nord Ovest;Piemonte;NO;D347;DORMELLETTO;3062
Nord Ovest;Lombardia;PV;D348;DORNO;18061
Nord Ovest;Piemonte;BI;D350;DORZANO;96025
Nord Ovest;Lombardia;MN;D351;DOSOLO;20022
Nord Ovest;Lombardia;BG;D352;DOSSENA;16092
Nord Ovest;Lombardia;CO;D355;DOSSO DEL LIRO;13092
Nord Ovest;Valle d'Aosta;AO;D356;DOUES;7024
Nord Est;Emilia-Romagna;FO;D357;DOVADOLA;40011
Nord Ovest;Lombardia;CR;D358;DOVERA;19041
Nord Est;Emilia-Romagna;BO;D360;DOZZA;37025
Sud;Campania;CE;D361;DRAGONI;61033
Sud;Calabria;VV;D364;DRAPIA;102009
Nord Est;Friuli- Venezia Giulia;UD;D366;DRENCHIA;30034
Nord Ovest;Lombardia;MI;D367;DRESANO;15101
Nord Ovest;Piemonte;CN;D372;DRONERO;4082
Nord Ovest;Piemonte;TO;D373;DRUENTO;1099
Nord Ovest;Piemonte;VB;D374;DRUOGNO;103029
Isole;Sardegna;NU;D376;DUALCHI;91018
Nord Ovest;Lombardia;SO;D377;DUBINO;14027
Nord Est;Veneto;VI;D379;DUEVILLE;24038
Sud;Campania;BN;D380;DUGENTA;62027
Nord Ovest;Lombardia;VA;D384;DUMENZA;12065
Nord Ovest;Lombardia;VA;D385;DUNO;12066
Sud;Campania;BN;D386;DURAZZANO;62028
Nord Ovest;Piemonte;AT;D388;DUSINO SAN MICHELE;5052
Sud;Campania;SA;D390;EBOLI;65050
Nord Ovest;Lombardia;BS;D391;EDOLO;17068
Sud;Abruzzo;PE;D394;ELICE;68018
Nord Ovest;Lombardia;LC;D398;ELLO;97033
Isole;Sardegna;CA;D399;ELMAS;92108
Nord Ovest;Piemonte;CN;D401;ELVA;4083
Nord Ovest;Valle d'Aosta;AO;D402;EMARESE;7025
Centro;Toscana;FI;D403;EMPOLI;48014
Nord Ovest;Lombardia;BG;D406;ENDINEGAIANO;16093
Nord Est;Veneto;VI;D407;ENEGO;24039
Nord Est;Friuli- Venezia Giulia;UD;D408;ENEMONZO;30035
Nord Ovest;Piemonte;CN;D410;ENTRACQUE;4084
Nord Ovest;Lombardia;BG;D411;ENTRATICO;16094
Nord Ovest;Piemonte;CN;D412;ENVIE;4085
Sud;Basilicata;PZ;D414;EPISCOPIA;76030
Nord Est;Veneto;VE;D415;ERACLEA;27013
Nord Ovest;Lombardia;CO;D416;ERBA;13095
Nord Est;Veneto;VR;D419;ERBE`;23032
Nord Est;Veneto;VR;D420;ERBEZZO;23033
Nord Ovest;Lombardia;BS;D421;ERBUSCO;17069
Sud;Puglia;BR;D422;ERCHIE;74006
Isole;Sicilia;TP;D423;ERICE;81008
Nord Ovest;Liguria;SV;D424;ERLI;9028
Nord Est;Friuli- Venezia Giulia;PN;D426;ERTO E CASSO;93019
Nord Ovest;Lombardia;LC;D428;ERVE;97034
Centro;Marche;MC;D429;ESANATOGLIA;43016
Isole;Sardegna;NU;D430;ESCALAPLANO;111018
Isole;Sardegna;NU;D431;ESCOLCA;111019
Nord Ovest;Piemonte;TO;D433;EXILLES;1100
Nord Ovest;Lombardia;BS;D434;ESINE;17070
Nord Ovest;Lombardia;LC;D436;ESINO LARIO;97035
Centro;Lazio;FR;D440;ESPERIA;60031
Isole;Sardegna;SS;D441;ESPORLATU;90028
Nord Est;Veneto;PD;D442;ESTE;28037
Isole;Sardegna;NU;D443;ESTERZILI;111020
Nord Ovest;Valle d'Aosta;AO;D444;ETROUBLES;7026
Nord Ovest;Lombardia;CO;D445;EUPILIO;13097
Nord Ovest;Piemonte;AL;D447;FABBRICA CURONE;6067
Nord Est;Emilia-Romagna;RE;D450;FABBRICO;35021
Centro;Marche;AN;D451;FABRIANO;42017
Centro;Lazio;VT;D452;FABRICA DI ROMA;56024
Sud;Calabria;VV;D453;FABRIZIA;102010
Centro;Umbria;TR;D454;FABRO;55011
Nord Est;Friuli- Venezia Giulia;UD;D455;FAEDIS;30036
Nord Ovest;Lombardia;SO;D456;FAEDO VALTELLINO;14028
Nord Est;Emilia-Romagna;RA;D458;FAENZA;39010
Sud;Puglia;FG;D459;FAETO;71023
Nord Est;Friuli- Venezia Giulia;UD;D461;FAGAGNA;30037
Nord Ovest;Lombardia;CO;D462;FAGGETO LARIO;13098
Sud;Puglia;TA;D463;FAGGIANO;73005
Sud;Calabria;CS;D464;FAGNANO CASTELLO;78051
Sud;Abruzzo;AQ;D465;FAGNANO ALTO;66042
Nord Ovest;Lombardia;VA;D467;FAGNANO OLONA;12067
Sud;Campania;BN;D469;FAICCHIO;62029
Nord Est;Veneto;BL;D470;FALCADE;25019
Centro;Marche;AN;D472;FALCONARA MARITTIMA;42018
Sud;Calabria;CS;D473;FALCONARA ALBANESE;78052
Isole;Sicilia;ME;D474;FALCONE;83019
Centro;Lazio;VT;D475;FALERIA;56025
Sud;Calabria;CZ;D476;FALERNA;79047
Centro;Marche;AP;D477;FALERONE;109005
Sud;Abruzzo;CH;D480;FALLO;69104
Nord Ovest;Lombardia;CO;D482;FALOPPIO;13099
Centro;Lazio;FR;D483;FALVATERRA;60032
Nord Est;Emilia-Romagna;MO;D486;FANANO;36011
Nord Est;Friuli- Venezia Giulia;PN;D487;FANNA;93020
Centro;Marche;PS;D488;FANO;41013
Sud;Abruzzo;TE;D489;FANO ADRIANO;67024
Nord Ovest;Lombardia;BG;D490;FARA GERA D`ADDA;16096
Nord Ovest;Lombardia;BG;D491;FARA OLIVANA CON SOLA;16097
Nord Ovest;Piemonte;NO;D492;FARA NOVARESE;3065
Centro;Lazio;RI;D493;FARA IN SABINA;57027
Sud;Abruzzo;CH;D494;FARA FILIORUM PETRI;69030
Sud;Abruzzo;CH;D495;FARA SAN MARTINO;69031
Nord Est;Veneto;VI;D496;FARA VICENTINO;24040
Sud;Basilicata;PZ;D497;FARDELLA;76031
Nord Ovest;Piemonte;CN;D499;FARIGLIANO;4086
Sud;Abruzzo;PE;D501;FARINDOLA;68019
Nord Est;Emilia-Romagna;PC;D502;FARINI;33019
Centro;Lazio;VT;D503;FARNESE;56026
Nord Est;Veneto;TV;D505;FARRA DI SOLIGO;26026
Sud;Puglia;BR;D508;FASANO;74007
Nord Ovest;Liguria;GE;D509;FASCIA;10022
Centro;Toscana;PI;D510;FAUGLIA;50014
Nord Ovest;Piemonte;CN;D511;FAULE;4087
Nord Ovest;Liguria;GE;D512;FAVALE DI MALVARO;10023
Sud;Basilicata;MT;D513;VALSINNI;77030
Isole;Sicilia;AG;D514;FAVARA;84017
Isole;Sicilia;TP;D518;FAVIGNANA;81009
Nord Ovest;Piemonte;TO;D520;FAVRIA;1101
Nord Ovest;Liguria;SV;D522;ORCO FEGLINO;9044
Nord Ovest;Piemonte;CN;D523;FEISOGLIO;4088
Nord Ovest;Piemonte;TO;D524;FELETTO;1102
Nord Est;Emilia-Romagna;PR;D526;FELINO;34013
Sud;Campania;SA;D527;FELITTO;65051
Nord Ovest;Piemonte;AL;D528;FELIZZANO;6068
Nord Est;Veneto;BL;D530;FELTRE;25021
Nord Ovest;Lombardia;CO;D531;FENEGRO`;13100
Nord Ovest;Piemonte;TO;D532;FENESTRELLE;1103
Nord Ovest;Valle d'Aosta;AO;D537;FENIS;7027
Centro;Umbria;TR;D538;FERENTILLO;55012
Centro;Lazio;FR;D539;FERENTINO;60033
Isole;Sicilia;SR;D540;FERLA;89008
Centro;Marche;PS;D541;FERMIGNANO;41014
Centro;Marche;AP;D542;FERMO;109006
Nord Ovest;Lombardia;VA;D543;FERNO;12068
Sud;Calabria;CZ;D544;FEROLETO ANTICO;79048
Sud;Calabria;RC;D545;FEROLETO DELLA CHIESA;80032
Sud;Calabria;CZ;D546;PIANOPOLI;79096
Sud;Basilicata;MT;D547;FERRANDINA;77008
Nord Est;Emilia-Romagna;FE;D548;FERRARA;38008
Nord Est;Veneto;VR;D549;FERRARA DI MONTE BALDO;23034
Sud;Molise;CB;D550;FERRAZZANO;70023
Nord Ovest;Lombardia;VA;D551;FERRERA DI VARESE;12069
Nord Ovest;Lombardia;PV;D552;FERRERA ERBOGNONE;18062
Nord Ovest;Piemonte;TO;D553;MONCENISIO;1157
Nord Ovest;Piemonte;AT;D554;FERRERE;5053
Nord Est;Emilia-Romagna;PC;D555;FERRIERE;33020
Sud;Calabria;RC;D557;FERRUZZANO;80033
Nord Ovest;Piemonte;AL;D559;FRACONALTO;6069
Centro;Lazio;RI;D560;FIAMIGNANO;57028
Centro;Lazio;RM;D561;FIANO ROMANO;58036
Nord Ovest;Piemonte;TO;D562;FIANO;1104
Centro;Marche;MC;D564;FIASTRA;43017
Centro;Marche;MC;D566;POGGIO SAN VICINO;43040
Isole;Sicilia;PA;D567;FICARAZZI;82035
Nord Est;Veneto;RO;D568;FICAROLO;29021
Isole;Sicilia;ME;D569;FICARRA;83020
Centro;Umbria;TR;D570;FICULLE;55013
Nord Ovest;Lombardia;CR;D574;FIESCO;19043
Centro;Toscana;FI;D575;FIESOLE;48015
Nord Ovest;Lombardia;BS;D576;FIESSE;17071
Nord Est;Veneto;RO;D577;FIESSO UMBERTIANO;29022
Nord Est;Veneto;VE;D578;FIESSO D`ARTICO;27014
Nord Ovest;Lombardia;CO;D579;FIGINO SERENZA;13101
Sud;Calabria;CS;D582;FIGLINE VEGLIATURO;78053
Isole;Sardegna;OR;D585;GONNOSNO`;95023
Centro;Lazio;RM;D586;FILACCIANO;58037
Sud;Calabria;VV;D587;FILADELFIA;102011
Nord Ovest;Lombardia;BG;D588;FILAGO;16098
Sud;Calabria;VV;D589;FILANDARI;102012
Centro;Toscana;MS;D590;FILATTIERA;45006
Centro;Lazio;FR;D591;FILETTINO;60034
Sud;Abruzzo;CH;D592;FILETTO;69032
Sud;Basilicata;PZ;D593;FILIANO;76032
Nord Ovest;Lombardia;PV;D594;FILIGHERA;18063
Sud;Molise;IS;D595;FILIGNANO;94019
Sud;Calabria;VV;D596;FILOGASO;102013
Centro;Marche;AN;D597;FILOTTRANO;42019
Nord Est;Emilia-Romagna;MO;D599;FINALE EMILIA;36012
Nord Ovest;Liguria;SV;D600;FINALE LIGURE;9029
Nord Ovest;Lombardia;BG;D604;FINO DEL MONTE;16099
Nord Ovest;Lombardia;CO;D605;FINO MORNASCO;13102
Nord Ovest;Lombardia;BG;D606;FIORANO AL SERIO;16100
Nord Est;Emilia-Romagna;MO;D607;FIORANO MODENESE;36013
Nord Ovest;Piemonte;TO;D608;FIORANO CANAVESE;1105
Nord Est;Emilia-Romagna;PC;D611;FIORENZUOLA D`ARDA;33021
Centro;Toscana;FI;D612;FIRENZE;48017
Centro;Toscana;FI;D613;FIRENZUOLA;48018
Sud;Calabria;CS;D614;FIRMO;78054
Sud;Campania;SA;D615;FISCIANO;65052
Nord Est;Emilia-Romagna;MO;D617;FIUMALBO;36014
Sud;Calabria;RC;D619;FIUMARA;80034
Nord Est;Friuli- Venezia Giulia;PN;D621;FIUME VENETO;93021
Isole;Sicilia;ME;D622;FIUMEDINISI;83021
Isole;Sicilia;CT;D623;FIUMEFREDDO DI SICILIA;87016
Sud;Calabria;CS;D624;FIUMEFREDDO BRUZIO;78055
Centro;Marche;MC;D628;FIUMINATA;43019
Centro;Toscana;MS;D629;FIVIZZANO;45007
Nord Est;Friuli- Venezia Giulia;UD;D630;FLAIBANO;30039
Nord Ovest;Lombardia;BS;D634;FLERO;17072
Isole;Sicilia;ME;D635;FLORESTA;83022
Isole;Sicilia;SR;D636;FLORIDIA;89009
Isole;Sardegna;SS;D637;FLORINAS;90029
Sud;Campania;AV;D638;FLUMERI;64032
Isole;Sardegna;CA;D639;FLUMINIMAGGIORE;111021
Isole;Sardegna;NU;D640;FLUSSIO;95080
Nord Ovest;Piemonte;VC;D641;FOBELLO;2057
Sud;Puglia;FG;D643;FOGGIA;71024
Sud;Campania;BN;D644;FOGLIANISE;62030
Nord Ovest;Piemonte;TO;D646;FOGLIZZO;1106
Centro;Toscana;AR;D649;FOIANO DELLA CHIANA;51018
Sud;Campania;BN;D650;FOIANO DI VAL FORTORE;62031
Centro;Marche;AP;D652;FOLIGNANO;44020
Centro;Umbria;PG;D653;FOLIGNO;54018
Nord Est;Veneto;TV;D654;FOLLINA;26027
Nord Ovest;Liguria;SP;D655;FOLLO;11013
Centro;Toscana;GR;D656;FOLLONICA;53009
Nord Ovest;Lombardia;LO;D660;FOMBIO;98026
Isole;Sicilia;ME;D661;FONDACHELLI-FANTINA;83023
Centro;Lazio;LT;D662;FONDI;59007
Isole;Sardegna;NU;D665;FONNI;91024
Nord Ovest;Valle d'Aosta;AO;D666;FONTAINEMORE;7028
Centro;Lazio;FR;D667;FONTANA LIRI;60036
Nord Est;Emilia-Romagna;BO;D668;FONTANELICE;37026
Nord Est;Friuli- Venezia Giulia;PN;D670;FONTANAFREDDA;93022
Sud;Campania;AV;D671;FONTANAROSA;64033
Nord Ovest;Lombardia;BG;D672;FONTANELLA;16101
Nord Est;Emilia-Romagna;PR;D673;FONTANELLATO;34015
Nord Est;Veneto;TV;D674;FONTANELLE;26028
Nord Ovest;Piemonte;NO;D675;FONTANETO D`AGOGNA;3066
Nord Ovest;Piemonte;VC;D676;FONTANETTO PO;2058
Nord Ovest;Liguria;GE;D677;FONTANIGORDA;10024
Nord Ovest;Piemonte;AT;D678;FONTANILE;5054
Nord Est;Veneto;PD;D679;FONTANIVA;28038
Nord Est;Veneto;TV;D680;FONTE;26029
Sud;Abruzzo;AQ;D681;FONTECCHIO;66043
Centro;Lazio;FR;D682;FONTECHIARI;60037
Sud;Campania;CE;D683;FONTEGRECA;61034
Nord Ovest;Lombardia;BG;D684;FONTENO;16102
Nord Est;Emilia-Romagna;PR;D685;FONTEVIVO;34016
Nord Est;Veneto;BL;D686;FONZASO;25022
Nord Ovest;Lombardia;BG;D688;FOPPOLO;16103
Centro;Lazio;RI;D689;FORANO;57029
Sud;Abruzzo;CH;D690;SAN GIOVANNI TEATINO;69081
Centro;Marche;AP;D691;FORCE;44021
Sud;Campania;BN;D693;FORCHIA;62032
Nord Ovest;Lombardia;SO;D694;FORCOLA;14029
Isole;Sardegna;OR;D695;FORDONGIANUS;95020
Sud;Basilicata;PZ;D696;FORENZA;76033
Nord Ovest;Lombardia;BG;D697;FORESTO SPARSO;16104
Nord Est;Friuli- Venezia Giulia;UD;D700;FORGARIA NEL FRIULI;30137
Sud;Campania;AV;D701;FORINO;64034
Sud;Campania;NA;D702;FORIO;63031
Sud;Molise;IS;D703;FORLI DEL SANNIO;94020
Nord Est;Emilia-Romagna;FO;D704;FORLI;40012
Nord Est;Emilia-Romagna;FO;D705;FORLIMPOPOLI;40013
Nord Ovest;Piemonte;VB;D706;FORMAZZA;103031
Centro;Lazio;RM;D707;FORMELLO;58038
Centro;Lazio;LT;D708;FORMIA;59008
Sud;Campania;CE;D709;FORMICOLA;61035
Nord Ovest;Lombardia;CR;D710;FORMIGARA;19044
Nord Est;Emilia-Romagna;MO;D711;FORMIGINE;36015
Nord Ovest;Piemonte;VC;D712;FORMIGLIANA;2059
Sud;Molise;IS;D715;FORNELLI;94021
Nord Est;Veneto;VI;D717;TONEZZA DEL CIMONE;24106
Nord Est;Friuli- Venezia Giulia;UD;D718;FORNI AVOLTRI;30040
Nord Est;Friuli- Venezia Giulia;UD;D719;FORNI DI SOPRA;30041
Nord Est;Friuli- Venezia Giulia;UD;D720;FORNI DI SOTTO;30042
Nord Ovest;Piemonte;TO;D725;FORNO CANAVESE;1107
Nord Ovest;Lombardia;BG;D727;FORNOVO SAN GIOVANNI;16105
Nord Est;Emilia-Romagna;PR;D728;FORNOVO DI TARO;34017
Centro;Toscana;LU;D730;FORTE DE MARMI;46013
Nord Ovest;Lombardia;PV;D732;FORTUNAGO;18064
Isole;Sicilia;ME;D733;FORZA D`AGRO`;83024
Centro;Toscana;LU;D734;FOSCIANDORA;46014
Centro;Toscana;MS;D735;FOSDINOVO;45008
Sud;Abruzzo;AQ;D736;FOSSA;66044
Sud;Molise;CB;D737;FOSSALTO;70024
Sud;Abruzzo;CH;D738;FOSSACESIA;69033
Nord Est;Veneto;VE;D740;FOSSALTA DI PIAVE;27015
Nord Est;Veneto;VE;D741;FOSSALTA DI PORTOGRUARO;27016
Nord Ovest;Piemonte;CN;D742;FOSSANO;4089
Sud;Calabria;CZ;D744;FOSSATO SERRALTA;79052
Centro;Umbria;PG;D745;FOSSATO DI VICO;54019
Sud;Calabria;RC;D746;MONTEBELLO IONICO;80053
Nord Est;Veneto;VE;D748;FOSSO`;27017
Centro;Marche;PS;D749;FOSSOMBRONE;41015
Nord Est;Veneto;VI;D750;FOZA;24041
Nord Ovest;Piemonte;CN;D751;FRABOSA SOPRANA;4090
Nord Ovest;Piemonte;CN;D752;FRABOSA SOTTANA;4091
Sud;Puglia;TA;D754;FRAGAGNANO;73006
Sud;Campania;BN;D755;FRAGNETO L`ABATE;62033
Sud;Campania;BN;D756;FRAGNETO MONFORTE;62034
Sud;Abruzzo;CH;D757;FRAINE;69034
Nord Ovest;Liguria;SP;D758;FRAMURA;11014
Nord Ovest;Piemonte;AL;D759;FRANCAVILLA BISIO;6070
Centro;Marche;AP;D760;FRANCAVILLA D`ETE;109007
Sud;Puglia;BR;D761;FRANCAVILLA FONTANA;74008
Sud;Calabria;VV;D762;FRANCAVILLA ANGITOLA;102014
Sud;Abruzzo;CH;D763;FRANCAVILLA AL MARE;69035
Sud;Calabria;CS;D764;FRANCAVILLA MARITTIMA;78056
Isole;Sicilia;ME;D765;FRANCAVILLA DI SICILIA;83025
Sud;Basilicata;PZ;D766;FRANCAVILLA IN SINNI;76034
Sud;Calabria;VV;D767;FRANCICA;102015
Isole;Sicilia;SR;D768;FRANCOFONTE;89010
Sud;Campania;CE;D769;FRANCOLISE;61036
Nord Ovest;Piemonte;AL;D770;FRASCARO;6071
Nord Ovest;Lombardia;PV;D771;FRASCAROLO;18065
Centro;Lazio;RM;D773;FRASCATI;58039
Sud;Calabria;CS;D774;FRASCINETO;78057
Nord Est;Veneto;RO;D776;FRASSINELLE POLESINE;29023
Nord Ovest;Piemonte;AL;D777;FRASSINELLO MONFERRATO;6072
Nord Ovest;Piemonte;AL;D780;FRASSINETO PO;6073
Nord Ovest;Piemonte;TO;D781;FRASSINETTO;1108
Nord Ovest;Piemonte;CN;D782;FRASSINO;4092
Nord Est;Emilia-Romagna;MO;D783;FRASSINORO;36016
Sud;Campania;BN;D784;FRASSO TELESINO;62035
Centro;Lazio;RI;D785;FRASSO SABINO;57030
Centro;Umbria;PG;D786;UMBERTIDE;54056
Centro;Umbria;PG;D787;FRATTA TODINA;54020
Nord Est;Veneto;RO;D788;FRATTA POLESINE;29024
Sud;Campania;NA;D789;FRATTAMAGGIORE;63032
Sud;Campania;NA;D790;FRATTAMINORE;63033
Centro;Marche;PS;D791;FRATTE ROSA;41016
Isole;Sicilia;ME;D793;FRAZZANO`;83026
Nord Est;Veneto;TV;D794;FREGONA;26030
Sud;Abruzzo;CH;D796;FRESAGRANDINARIA;69036
Nord Ovest;Piemonte;AL;D797;FRESONARA;6074
Sud;Campania;AV;D798;FRIGENTO;64035
Sud;Campania;CE;D799;FRIGNANO;61037
Sud;Campania;CE;D801;VILLA DI BRIANO;61098
Nord Ovest;Piemonte;AT;D802;FRINCO;5055
Sud;Abruzzo;CH;D803;FRISA;69037
Nord Est;Friuli- Venezia Giulia;PN;D804;FRISANCO;93024
Nord Ovest;Piemonte;TO;D805;FRONT;1109
Centro;Marche;PS;D807;FRONTINO;41017
Centro;Marche;PS;D808;FRONTONE;41018
Centro;Lazio;FR;D810;FROSINONE;60038
Sud;Molise;IS;D811;FROSOLONE;94022
Nord Ovest;Piemonte;TO;D812;FROSSASCO;1110
Nord Ovest;Piemonte;AL;D813;FRUGAROLO;6075
Nord Ovest;Piemonte;AL;D814;FUBINE;6076
Centro;Toscana;FI;D815;FUCECCHIO;48019
Nord Ovest;Lombardia;BG;D817;FUIPIANO VALLE IMAGNA;16106
Nord Est;Veneto;VR;D818;FUMANE;23035
Centro;Lazio;FR;D819;FUMONE;60039
Sud;Abruzzo;CH;D823;FURCI;69038
Isole;Sicilia;ME;D824;FURCI SICULO;83027
Isole;Sicilia;ME;D825;FURNARI;83028
Sud;Campania;SA;D826;FURORE;65053
Isole;Sardegna;CA;D827;FURTEI;111022
Sud;Calabria;CS;D828;FUSCALDO;78058
Nord Est;Emilia-Romagna;RA;D829;FUSIGNANO;39011
Nord Ovest;Lombardia;SO;D830;FUSINE;14030
Sud;Campania;SA;D832;FUTANI;65054
Nord Ovest;Lombardia;CR;D834;GABBIONETA BINANUOVA;19045
Nord Ovest;Piemonte;AL;D835;GABIANO;6077
Centro;Marche;PS;D836;GABICCE MARE;41019
Nord Ovest;Valle d'Aosta;AO;D839;GABY;7029
Nord Ovest;Lombardia;CR;D841;GADESCO PIEVE DELMONA;19046
Isole;Sardegna;NU;D842;GADONI;91025
Centro;Lazio;LT;D843;GAETA;59009
Isole;Sicilia;ME;D844;GAGGI;83029
Nord Ovest;Lombardia;MI;D845;GAGGIANO;15103
Nord Est;Emilia-Romagna;BO;D847;GAGGIO MONTANO;37027
Nord Ovest;Piemonte;BI;D848;GAGLIANICO;96026
Isole;Sicilia;EN;D849;GAGLIANO CASTELFERRATO;86010
Sud;Abruzzo;AQ;D850;GAGLIANO ATERNO;66045
Sud;Puglia;LE;D851;GAGLIANO DEL CAPO;75028
Sud;Calabria;CZ;D852;GAGLIATO;79055
Centro;Marche;MC;D853;GAGLIOLE;43020
Nord Est;Veneto;TV;D854;GAIARINE;26031
Nord Est;Veneto;RO;D855;GAIBA;29025
Nord Ovest;Piemonte;CN;D856;GAIOLA;4093
Centro;Toscana;SI;D858;GAIOLE IN CHIANTI;52013
Isole;Sardegna;NU;D859;GAIRO;91026
Isole;Sicilia;ME;D861;GALATI MAMERTINO;83030
Sud;Puglia;LE;D862;GALATINA;75029
Sud;Puglia;LE;D863;GALATONE;75030
Sud;Calabria;RC;D864;GALATRO;80035
Nord Ovest;Lombardia;LC;D865;GALBIATE;97036
Nord Est;Emilia-Romagna;FO;D867;GALEATA;40014
Nord Ovest;Lombardia;LO;D868;GALGAGNANO;98027
Nord Ovest;Lombardia;VA;D869;GALLARATE;12070
Centro;Lazio;VT;D870;GALLESE;56027
Nord Ovest;Lombardia;VA;D871;GALLIATE LOMBARDO;12071
Nord Ovest;Piemonte;NO;D872;GALLIATE;3068
Nord Ovest;Lombardia;PV;D873;GALLIAVOLA;18066
Centro;Toscana;LU;D874;GALLICANO;46015
Centro;Lazio;RM;D875;GALLICANO NEL LAZIO;58040
Sud;Basilicata;PZ;D876;GALLICCHIO;76035
Nord Est;Emilia-Romagna;BO;D878;GALLIERA;37028
Nord Est;Veneto;PD;D879;GALLIERA VENETA;28039
Centro;Lazio;FR;D881;GALLINARO;60040
Nord Est;Veneto;VI;D882;GALLIO;24042
Sud;Puglia;LE;D883;GALLIPOLI;75031
Sud;Campania;CE;D884;GALLO;61038
Isole;Sicilia;ME;D885;GALLODORO;83031
Sud;Campania;CE;D886;GALLUCCIO;61039
Isole;Sardegna;NU;D888;GALTELLI;91027
Nord Est;Veneto;PD;D889;GALZIGNANO TERME;28040
Nord Ovest;Piemonte;AL;D890;GAMALERO;6078
Nord Ovest;Lombardia;BS;D891;GAMBARA;17073
Nord Ovest;Lombardia;PV;D892;GAMBARANA;18067
Nord Ovest;Piemonte;CN;D894;GAMBASCA;4094
Centro;Toscana;FI;D895;GAMBASSI TERME;48020
Sud;Molise;CB;D896;GAMBATESA;70025
Nord Est;Veneto;VI;D897;GAMBELLARA;24043
Sud;Abruzzo;CH;D898;GAMBERALE;69039
