Area;Regione;Provincia;2022_CodCom;NTN 2022 fino a 50 mq;NTN  2022 50 -| 85 mq;NTN 2022 85 -| 115 mq;NTN  2022 115 -| 145 mq;NTN  2022 oltre 145 mq;NTN_2022
Nord Ovest;Lombardia;VA;L577;0;9,5;7;2;1,5;20
Nord Ovest;Piemonte;TO;L578;11,5;19;3;4,28;10;47,78
Nord Ovest;Lombardia;BG;L579;5;4;0;2;2;13
Nord Ovest;Piemonte;CN;L580;0;2;2,5;2,88;5;12,38
Nord Ovest;Lombardia;LC;L581;1;10;14;5;5;35
Nord Ovest;Valle d'Aosta;AO;L582;0;3;1;0;0;4
Isole;Sicilia;EN;L583;7,8;14,33;15,75;14,92;11,75;64,55
Nord Est;Veneto;BL;L584;7,33;17,83;5;2;3,67;35,83
Nord Ovest;Piemonte;BI;L586;1;3;2;0;1,5;7,5
Sud;Campania;AV;L589;1;2,67;5;2,5;2,5;13,67
Nord Est;Veneto;BL;L590;3;20;3,5;6,5;8,5;41,5
Sud;Campania;CE;L591;1;0;5;1;4,5;11,5
Nord Ovest;Lombardia;PV;L593;1;1;4;3,5;6;15,5
Sud;Campania;CE;L594;0;1;0;1;0;2
Nord Ovest;Liguria;IM;L596;5;6;4;2;5;22
Sud;Abruzzo;TE;L597;4;6;3;2;0;15
Centro;Lazio;FR;L598;2;5;1;2,59;2,67;13,26
Nord Ovest;Liguria;IM;L599;15;47;20,5;4;2;88,5
Isole;Sicilia;PA;L603;1,5;5,5;4;1,75;2;14,75
Isole;Sardegna;SS;L604;40,27;123,16;27;9;8,67;208,1
Centro;Lazio;FR;L605;1;1;1;0;0,33;3,33
Sud;Calabria;VV;L607;0;0;0;0;0;0
Isole;Sicilia;CL;L609;6;9;8;7;1;31
Centro;Lazio;RM;L611;1;1;1;1;0,5;4,5
Centro;Lazio;VT;L612;5,75;8;7;7,5;5,5;33,75
Isole;Sardegna;CA;L613;0;0;1;0,33;3;4,33
Centro;Lazio;FR;L614;2;5;2;5;4,75;18,75
Sud;Campania;AV;L616;0;1;0;2;2;5
Nord Ovest;Lombardia;PV;L617;0;6;2;3,5;3,67;15,17
Nord Ovest;Piemonte;BI;L620;0;0;1;2;6;9
Nord Ovest;Lombardia;BG;L623;6,25;2;0;0;0;8,25
Nord Est;Veneto;VI;L624;2;5,5;10;8;25,17;50,67
Centro;Lazio;RM;L625;2;4;2;0,17;0;8,17
Nord Ovest;Lombardia;BS;L626;1;4,5;2;0;10;17,5
Centro;Umbria;PG;L627;0;0;0;2;0;2
Sud;Campania;SA;L628;2;10,5;13;13;5,5;44
Nord Ovest;Piemonte;TO;L629;0;0;3;2;2,5;7,5
Nord Ovest;Piemonte;CN;L631;2,25;7,5;2;1;0;12,75
Nord Ovest;Piemonte;AL;L633;0;0;2;3,5;6,66;12,16
Nord Ovest;Lombardia;LC;L634;14,7;34,42;41,75;28,33;16,22;135,42
Nord Ovest;Lombardia;SO;L638;14;9;0;0;0;23
Centro;Lazio;RM;L639;8;33,5;26,11;24,5;14;106,11
Nord Ovest;Lombardia;CO;L640;0;6,33;7,66;6,5;11;31,49
Nord Est;Emilia-Romagna;PR;L641;0;2;1;3;7;13
Nord Ovest;Lombardia;BG;L642;1;1;1;0;0;3
Nord Ovest;Valle d'Aosta;AO;L643;0;3;1;0;1;5
Nord Ovest;Piemonte;TO;L644;0;5,66;14;9,5;14,95;44,11
Nord Ovest;Valle d'Aosta;AO;L647;2;1,66;1,5;0;0;5,16
Nord Ovest;Piemonte;VB;L651;2;2;2,5;1,67;1,5;9,67
Centro;Umbria;PG;L653;2;1;2;4,22;1;10,22
Nord Ovest;Valle d'Aosta;AO;L654;88,63;79,57;23,61;5;5;201,81
Nord Ovest;Lombardia;BG;L655;3;4;1,89;0;1;9,89
Sud;Campania;SA;L656;0;1;0;1;2,96;4,96
Isole;Sicilia;CT;L658;2;12,5;37;20,5;16,33;88,33
Nord Ovest;Lombardia;MI;L664;0;15,89;25,06;18;23,47;82,42
Nord Ovest;Lombardia;MI;L665;12;48,29;52,94;13,5;26;152,73
Nord Ovest;Piemonte;VB;L666;3;4;0,35;0,68;3;11,03
Nord Ovest;Lombardia;MI;L667;13;74;51;28;28,5;194,5
Nord Ovest;Piemonte;NO;L668;1;0;2;1;2;6
Nord Ovest;Piemonte;VC;L669;7;22;24;13;16,17;82,17
Nord Ovest;Piemonte;NO;L670;2;11;14,5;18,62;26;72,12
Nord Ovest;Lombardia;VA;L671;3;13;7;3;3;29
Nord Est;Emilia-Romagna;PR;L672;3,82;11,83;11,5;3,25;14,24;44,64
Sud;Calabria;RC;L673;4;2;0;3;2;11
Nord Ovest;Liguria;SV;L675;57;171,01;68,84;25,5;17,23;339,58
Centro;Lazio;RI;L676;2;1;2;0;1;6
Nord Ovest;Lombardia;MI;L677;11;73,29;85,92;32,47;62,5;265,18
Nord Ovest;Lombardia;LC;L680;6;6,25;5;2;3;22,25
Nord Ovest;Liguria;SP;L681;3,33;6,83;5,5;4;9,75;29,41
Nord Ovest;Lombardia;VA;L682;91,31;387,98;368,99;177,08;215,1;1240,46
Nord Ovest;Piemonte;TO;L685;0;1,83;3;3;4;11,83
Nord Est;Friuli- Venezia Giulia;UD;L686;0,5;1,5;4;3;16,15;25,15
Nord Est;Emilia-Romagna;PR;L689;0;7,33;6,67;8;8,26;30,26
Nord Ovest;Lombardia;PV;L690;3;16,89;13;7,83;21;61,72
Nord Ovest;Piemonte;VB;L691;6;16,5;12,25;5;8,25;48
Nord Ovest;Liguria;IM;L693;0;1;2,5;1,5;3;8
Sud;Molise;IS;L696;3,88;3;0,44;1;1;9,32
Nord Ovest;Piemonte;TO;L698;0;4,2;3;4;4,5;15,7
Sud;Calabria;VV;L699;2,5;3;1,83;0;1,5;8,83
Nord Est;Veneto;TV;L700;2,83;10,5;15;6,14;34,11;68,58
Centro;Toscana;PI;L702;4,5;28,77;37,17;33,33;21,72;125,49
Nord Ovest;Lombardia;VA;L703;3;13;34;22;24,5;96,5
Nord Ovest;Lombardia;MI;L704;12;40;24,25;15,5;21;112,75
Nord Est;Veneto;TV;L706;4,07;28,58;33,56;15;52,16;133,37
Nord Ovest;Lombardia;BG;L707;0;5;0;0;2,44;7,44
Nord Ovest;Lombardia;MI;L709;6;17,5;18,67;1;4;47,17
Nord Est;Veneto;PD;L710;0;31;15,5;12;24,67;83,17
Sud;Puglia;LE;L711;3,56;12,8;20,49;28,84;27;92,69
Nord Ovest;Piemonte;BI;L712;5;8;2;4;3;22
Centro;Lazio;VT;L713;3,5;6;6;4,5;6,83;26,83
Nord Ovest;Lombardia;CO;L715;0;3;2,5;3;4;12,5
Nord Ovest;Lombardia;PV;L716;0;0;0;0;0;0
Centro;Lazio;RM;L719;36,17;146,67;118,69;69,42;125,11;496,06
Nord Ovest;Lombardia;PV;L720;1;28;16;16,1;13;74,1
Nord Est;Veneto;VR;L722;2;13,38;6,25;4,92;5,57;32,12
Nord Est;Veneto;VI;L723;2;2;4,5;3,5;8,71;20,71
Sud;Molise;IS;L725;8,5;38;25,25;21;22,33;115,08
Nord Ovest;Piemonte;TO;L726;3;0;3;1;2;9
Nord Ovest;Piemonte;TO;L727;35,5;184,39;153,3;46,42;28,5;448,11
Centro;Marche;AP;L728;1;2,22;3;2;4,89;13,11
Nord Ovest;Piemonte;CN;L729;1;4;10,83;2;5,5;23,33
Nord Ovest;Liguria;SV;L730;0;1;3,57;2;1;7,57
Nord Ovest;Lombardia;VA;L733;0,67;25;28,72;9,22;22;85,61
Nord Ovest;Lombardia;VA;L734;2;28,75;28,02;20,5;38,17;117,44
Isole;Sicilia;ME;L735;2;21,5;20;8;6;57,5
Nord Est;Veneto;VE;L736;193,3;1238,58;1263,25;515,05;459,03;3669,21
Nord Ovest;Lombardia;CO;L737;3;17,06;16,45;13;21,56;71,07
Sud;Basilicata;PZ;L738;7,33;22,99;12;17,63;19,42;79,37
Sud;Campania;AV;L739;0;3;4;0;8;15
Isole;Sicilia;PA;L740;2;4;5;0;4;15
Nord Ovest;Liguria;IM;L741;101,27;144,29;91;26,45;28,78;391,79
Centro;Lazio;LT;L742;0;3,95;3;1;0;7,95
Nord Est;Friuli- Venezia Giulia;UD;L743;0;2;6,83;7;11,44;27,27
Nord Ovest;Lombardia;MI;L744;8;29,36;55,5;11;13;116,86
Nord Ovest;Piemonte;VB;L746;54,15;195,55;177,79;80,97;80,83;589,29
Sud;Calabria;CS;L747;1;3;3;3,5;1;11,5
Nord Ovest;Lombardia;CO;L748;3;14;9,5;5;3;34,5
Nord Ovest;Lombardia;SO;L749;2;4;8;2;2;18
Nord Ovest;Piemonte;VC;L750;72;257,17;212,5;114,75;92,75;749,17
Nord Ovest;Lombardia;LC;L751;0;10,25;6,6;2;6,5;25,35
Nord Ovest;Lombardia;BG;L752;2;18,01;26,83;21,66;17,6;86,1
Nord Ovest;Lombardia;BG;L753;2;48,1;36,89;22,17;13,5;122,66
Nord Ovest;Piemonte;CN;L758;0;2;1;0;2;5
Nord Est;Emilia-Romagna;BO;L762;10,5;37,67;35,67;16,67;13,05;113,56
Nord Est;Emilia-Romagna;FO;L764;2,5;14;16,3;3,67;9,67;46,14
Nord Ovest;Lombardia;VA;L765;4;24;33,5;13,5;30;105
Nord Ovest;Piemonte;CN;L771;14,9;12;2;0;0;28,9
Nord Est;Emilia-Romagna;PC;L772;2;4;13;7,5;15,13;41,63
Nord Ovest;Lombardia;MI;L773;5;23,5;10;9;14,5;62
Nord Ovest;Liguria;SP;L774;9;15;3,34;4;2;33,34
Centro;Toscana;PO;L775;6,5;18,67;32,83;17,34;21,17;96,51
Sud;Puglia;LE;L776;7;10,67;10;7,33;17,11;52,11
Nord Ovest;Lombardia;BS;L777;0;15;23,83;19;26,24;84,07
Nord Ovest;Lombardia;BS;L778;2;9;17;7,5;20;55,5
Nord Ovest;Piemonte;TO;L779;1,75;19,66;12,67;12,33;29,85;76,26
Centro;Lazio;FR;L780;8,92;15,66;21,33;16,67;44,42;107
Nord Est;Veneto;VR;L781;221,93;1149,7;1405,52;661,21;499,53;3937,89
Nord Ovest;Valle d'Aosta;AO;L783;2;7;6;3;2;20
Nord Ovest;Lombardia;PV;L784;0;1;1;0;0;2
Nord Ovest;Piemonte;BI;L785;0,5;1;4,5;2;1;9
Nord Ovest;Piemonte;TO;L787;2;0;0;5;10,5;17,5
Nord Ovest;Lombardia;PV;L788;5;6;7;2;14,42;34,42
Nord Ovest;Lombardia;CO;L792;1;10;26,67;7;5,75;50,42
Nord Ovest;Lombardia;BG;L795;2,5;14,5;13,5;7;6,5;44
Nord Est;Emilia-Romagna;RN;L797;2;32;30,6;23,66;16,33;104,59
Nord Ovest;Lombardia;SO;L799;0;2;0;0;0;2
Nord Est;Friuli- Venezia Giulia;UD;L801;0;2;0;1;3;6
Sud;Calabria;KR;L802;0;3;1;3;1;8
Nord Ovest;Piemonte;CN;L804;3;23;29;10;23,78;88,78
Nord Est;Veneto;PD;L805;0;3;10;5;7,92;25,92
Nord Ovest;Lombardia;CR;L806;3;14,75;10;10,5;19;57,25
Nord Ovest;Piemonte;AT;L807;0;3;0;2;8,5;13,5
Nord Ovest;Piemonte;NO;L808;2;4;2;4;7;19
Nord Ovest;Liguria;IM;L809;0;1;4;3;1;9
Nord Est;Veneto;VR;L810;2,25;2;9;2,83;16,5;32,58
Nord Ovest;Piemonte;TO;L811;0;1;1;2;3,5;7,5
Nord Ovest;Lombardia;BS;L812;1;5;12,29;2;5,17;25,46
Centro;Lazio;VT;L814;7,75;55,75;37,39;32,75;57,33;190,97
Nord Est;Emilia-Romagna;RE;L815;1;5;11,33;2,17;10,17;29,67
Nord Ovest;Lombardia;BS;L816;17;37,75;7;1;0;62,75
Nord Ovest;Piemonte;CN;L817;3;3;5,5;6;13;30,5
Nord Ovest;Liguria;SP;L819;16;32;12,75;18,2;12,75;91,7
Nord Est;Emilia-Romagna;RE;L820;2;13;22,58;13,83;38,25;89,66
Nord Ovest;Liguria;SV;L823;0;5;5;1;9;20
Nord Ovest;Lombardia;MN;L826;10;53,5;65,5;47;90,89;266,89
Nord Ovest;Lombardia;BG;L827;0;0;1,79;3;3;7,79
Isole;Sicilia;CT;L828;1;15,75;31,25;10,89;45,09;103,98
Nord Ovest;Piemonte;AT;L829;0;1;0;0;2;3
Nord Ovest;Piemonte;TO;L830;0;0;0;0;2;2
Nord Est;Emilia-Romagna;RE;L831;2;8,67;19;11,5;13,48;54,65
Centro;Toscana;LU;L833;63,07;440,55;345,27;160,64;168,8;1178,33
Nord Ovest;Piemonte;AT;L834;1;4,67;3;3,5;10,5;22,67
Sud;Campania;SA;L835;15;33,17;11;9;9,17;77,34
Centro;Lazio;FR;L836;0;0;2;1;1;4
Isole;Sicilia;PA;L837;3;1;0;5,17;5;14,17
Centro;Toscana;FI;L838;4;18,83;26,83;17,5;24,5;91,66
Nord Est;Veneto;VI;L840;166,84;411,19;566,1;358,49;292,96;1795,58
Nord Ovest;Piemonte;CN;L841;1;4;6;2;13,67;26,67
Sud;Puglia;FG;L842;36;49,33;35,97;21,24;8,93;151,47
Centro;Lazio;FR;L843;3,6;8;1,5;4;1,22;18,32
Sud;Campania;CE;L844;3;6,42;8,25;9;24,44;51,11
Sud;Campania;NA;L845;6,78;26,82;33,75;20,99;22,52;110,86
Sud;Abruzzo;PE;L846;0,33;0,91;1;1;1;4,24
Nord Ovest;Piemonte;NO;L847;0;0;0;2;3;5
Nord Est;Emilia-Romagna;PC;L848;0;8;7;6;23,59;44,59
Centro;Toscana;PI;L850;5;23,13;46,75;25,92;34,5;135,3
Centro;Lazio;RM;L851;5,31;16,39;8;2;1;32,7
Nord Ovest;Lombardia;PV;L854;4;46,67;54;21;10;135,67
Nord Est;Veneto;TV;L856;0;10;3;4;8;25
Nord Ovest;Piemonte;TO;L857;0;4;4;1;2;11
Sud;Puglia;FG;L858;73,5;109,39;43,63;28,63;19;274,15
Sud;Basilicata;PZ;L859;1;3;4;3;3,75;14,75
Sud;Campania;SA;L860;11,17;26,64;20,5;11;8,67;77,98
Nord Ovest;Lombardia;BG;L865;1;2;2;2;0;7
Nord Ovest;Lombardia;LC;L866;2;13;11,5;3;5,48;34,98
Nord Est;Emilia-Romagna;FE;L868;1;15,5;25,5;29,2;34,83;106,03
Nord Est;Veneto;VR;L869;8;36,4;54,42;23;28,67;150,49
Nord Ovest;Lombardia;PV;L872;79;321,33;251,09;121,17;122,58;895,17
Sud;Basilicata;PZ;L873;0;1;1;2;1;5
Sud;Basilicata;PZ;L874;6,95;6,17;8;5;8;34,12
Nord Ovest;Lombardia;VA;L876;6;19;27,17;14,47;17,79;84,43
Nord Est;Veneto;PD;L878;0;4;3,5;0,33;5;12,83
Nord Ovest;Piemonte;AT;L879;0;0;1;1;7,89;9,89
Nord Ovest;Piemonte;BI;L880;1;25;31;14,5;22;93,5
Nord Ovest;Piemonte;AL;L881;1;1,5;4,5;4;23;34
Centro;Lazio;VT;L882;9;17;10;7,39;4,5;47,89
Nord Ovest;Lombardia;MI;L883;7;68,67;56,91;18,1;20;170,68
Nord Est;Emilia-Romagna;MO;L885;8;116,5;130,29;57,75;40,33;352,87
Nord Ovest;Piemonte;AL;L887;2;9,5;11;4;6;32,5
Nord Ovest;Piemonte;CN;L888;2;6;7;5;14,1;34,1
Nord Ovest;Piemonte;VB;L889;0;2,25;5,5;5;5;17,75
Nord Est;Veneto;BL;L890;1,56;7,03;2,33;3;3,28;17,2
Nord Est;Veneto;PD;L892;1,67;26,5;51,39;30,67;59,94;170,17
Nord Ovest;Lombardia;BG;L894;0;2;1;2;1,5;6,5
Nord Est;Emilia-Romagna;PC;L897;1;5;10;13,5;16,17;45,67
Nord Ovest;Piemonte;TO;L898;1;7,5;24;9;23,5;65
Nord Est;Veneto;VE;L899;5;43,38;25,84;23,09;22,09;119,4
Nord Est;Veneto;PD;L900;8;58,5;91,91;72,16;110,56;341,13
Nord Ovest;Piemonte;AL;L904;0;12,33;8,67;2;17,37;40,37
Centro;Lazio;FR;L905;2;2;2,08;1;1;8,08
Nord Ovest;Piemonte;VB;L906;3;21,21;38,57;11,5;9;83,28
Nord Ovest;Lombardia;SO;L907;1,83;6;1,81;1,92;0,83;12,39
Nord Ovest;Lombardia;SO;L908;5;6;3;7,67;4;25,67
Nord Est;Friuli- Venezia Giulia;UD;L909;0;5;13;2,67;9;29,67
Nord Est;Veneto;VR;L912;1,33;3;9,5;20;37,33;71,16
Centro;Toscana;LU;L913;0;5;4,69;4;7;20,69
Isole;Sicilia;PA;L916;14;34,88;44;47,5;24;164,38
Nord Ovest;Lombardia;PV;L917;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L919;2;30,33;43,55;21,83;15,58;113,29
Sud;Puglia;BR;L920;6,5;12,11;12,5;1;7,5;39,61
Sud;Abruzzo;PE;L922;0;1;1;1;0;3
Nord Ovest;Lombardia;BS;L923;1;1;4,08;1,5;5;12,58
Isole;Sardegna;CA;L924;2;5,5;11;11,83;18,64;48,97
Centro;Toscana;LU;L926;0;5;3;1;4,25;13,25
Nord Ovest;Lombardia;MI;L928;5,57;23,92;28,93;10,34;23,22;91,98
Nord Ovest;Lombardia;BG;L929;2;24;15;13;9;63
Nord Ovest;Piemonte;AL;L931;0;0;3;0;13,75;16,75
Nord Ovest;Piemonte;BI;L933;1;1;0;1;3;6
Nord Est;Veneto;PD;L934;0;1;4;7;17,94;29,94
Nord Ovest;Lombardia;BG;L936;5;22,5;27,21;12,84;7,17;74,72
Nord Est;Veneto;PD;L937;0;1;2,6;2;15,44;21,04
Nord Ovest;Lombardia;BG;L938;2;9,5;6,33;2;1,5;21,33
Nord Est;Veneto;RO;L939;1;11;11,67;6,38;14,55;44,6
Nord Ovest;Piemonte;CN;L942;0;2;8;5;16;31
Nord Ovest;Liguria;IM;L943;0;4,5;4;1;3;12,5
Isole;Sicilia;AG;L944;2;1;0;2,5;2;7,5
Nord Ovest;Piemonte;AT;L945;1;7,5;7;4;10,16;29,66
Centro;Toscana;MS;L946;4;10;16,44;8,33;10,62;49,39
Nord Est;Veneto;PD;L947;0;18,5;21,5;21,83;47,67;109,5
Nord Ovest;Piemonte;TO;L948;1;13;22,33;13;23;72,33
Nord Est;Veneto;VR;L949;18,38;82,26;100,2;66,13;96,98;363,95
Isole;Sicilia;ME;L950;1;22;19;19;7;68
Isole;Sicilia;PA;L951;1;10;6;5;4;26
Nord Est;Veneto;VI;L952;6;4;4;3;11;28
Isole;Sardegna;NU;L953;0;1,75;4;2,72;5;13,47
Nord Ovest;Lombardia;CO;L956;7;42,5;38;23,83;25,5;136,83
Sud;Abruzzo;AQ;L958;1;1;1;0,5;3,67;7,17
Isole;Sicilia;CL;L959;0;5;1,01;4;2;12,01
Sud;Abruzzo;CH;L961;1;4;0;1;2,67;8,67
Nord Ovest;Piemonte;AL;L963;0;0;2;0;1;3
Sud;Abruzzo;CH;L964;2;1,5;4,22;3,44;4;15,16
Sud;Campania;AV;L965;0;0;2;2;0;4
Isole;Sardegna;CA;L966;1;0;2;2;10,38;15,38
Nord Est;Veneto;RO;L967;0;5;3,5;6;4;18,5
Isole;Sardegna;CA;L968;0;2;6;2;5;15
Nord Est;Emilia-Romagna;RE;L969;9,22;25,3;28,25;14,67;16,58;94,02
Nord Ovest;Piemonte;AL;L970;0;0;0;0;4,67;4,67
Nord Ovest;Piemonte;AL;L972;0,5;1;5;3,5;4;14
Sud;Campania;AV;L973;3;1;1;4;1;10
Nord Ovest;Piemonte;CN;L974;5,52;18,5;17,44;23,67;22;87,13
Nord Ovest;Liguria;SV;L975;6;14,5;7,5;6;6;40
Nord Ovest;Lombardia;LO;L977;0;13;12;15;4;44
Nord Ovest;Piemonte;BI;L978;0;0;1;0;0;1
Nord Est;Veneto;PD;L979;2;21;16;16;25,58;80,58
Nord Est;Emilia-Romagna;PC;L980;0;1;9,22;0;4,17;14,39
Nord Ovest;Valle d'Aosta;AO;L981;7;3;4,67;4;4;22,67
Nord Ovest;Piemonte;TO;L982;0;3;2;2;4;11
Nord Ovest;Lombardia;PV;L983;0;5;2;0;1,25;8,25
Nord Ovest;Piemonte;AT;L984;2,62;16,67;17,75;12,5;18,5;68,04
Nord Est;Veneto;RO;L985;0;0;1,5;0,67;7;9,17
Isole;Sardegna;CA;L986;0;0;1;1;1,83;3,83
Isole;Sardegna;CA;L987;0;0;0;4;5,3;9,3
Nord Est;Veneto;RO;L988;1;3,07;1;2;3,07;10,14
Isole;Sardegna;SS;L989;0;1;4;3,75;6;14,75
Nord Ovest;Piemonte;CN;L990;0;0;0;1;6;7
Isole;Sardegna;OR;L991;1;0;0;1;2;4
Isole;Sardegna;NU;L992;0;0;2;0;2,97;4,97
Nord Ovest;Lombardia;PV;L994;2;20;12;7;11;52
Nord Ovest;Lombardia;BS;L995;8;28;24,5;11;13,77;85,27
Isole;Sardegna;CA;L998;3;21;13,35;7;6,42;50,77
Nord Ovest;Piemonte;TO;L999;5;12,5;12,7;4;11,5;45,7
Nord Ovest;Piemonte;TO;M002;0;12;10,08;10,17;22,25;54,5
Nord Ovest;Piemonte;VC;M003;0;0;0;0;1,5;1,5
Nord Ovest;Piemonte;TO;M004;0;0;2;2;8,89;12,89
Nord Ovest;Piemonte;TO;M007;3,89;13,5;7;7;6,83;38,22
Nord Ovest;Piemonte;AL;M009;1;1;1;3;7;13
Isole;Sicilia;EN;M011;12,92;10,46;11;7;7;48,38
Nord Ovest;Piemonte;TO;M013;4;3;11;1;6;25
Nord Ovest;Piemonte;TO;M014;5,6;18;20,5;11,5;7;62,6
Nord Ovest;Piemonte;CN;M015;5;1;3,3;4;6,8;20,1
Isole;Sardegna;CA;M016;0;1;1;3;0,75;5,75
Nord Ovest;Lombardia;MI;M017;15,25;88,45;70,72;32,4;35;241,82
Sud;Calabria;RC;M018;5,75;30,47;30,67;22,47;17,5;106,86
Nord Ovest;Piemonte;AT;M019;0;0;0;2;3;5
Sud;Abruzzo;AQ;M021;0;1;2;0;1;4
Sud;Abruzzo;CH;M022;0;2;1;1,33;2,33;6,66
Sud;Abruzzo;AQ;M023;0;0;0,5;0;0;0,5
Isole;Sardegna;CA;M025;1;2;4,75;12,5;19,08;39,33
Isole;Sardegna;CA;M026;0;6;5;12;6;29
Nord Ovest;Piemonte;TO;M027;0;13;11;6;15,5;45,5
Nord Ovest;Piemonte;VC;M028;0,5;1,33;4,5;4;5,33;15,66
Isole;Sardegna;OR;M030;0;1;0;1;3;5
Sud;Abruzzo;AQ;M031;1,33;2,5;1;1;1;6,83
Nord Est;Veneto;VI;M032;3;17;17;13,75;14,47;65,22
Sud;Abruzzo;AQ;M041;3;9,5;3,5;3;1;20
Nord Ovest;Piemonte;VB;M042;0;0;1;1;0;2
Nord Ovest;Lombardia;MN;M044;0;7;6,99;9,5;16,49;39,98
Nord Ovest;Lombardia;BG;M045;7;43,5;40,12;20,5;15,92;127,04
Nord Est;Veneto;TV;M048;8,83;52,5;45,83;44,44;72,25;223,85
Nord Ovest;Lombardia;BG;M050;9;11,1;6,67;6,17;0;32,94
Nord Ovest;Lombardia;MI;M052;35,5;130,67;153,73;65,25;45,5;430,65
Nord Ovest;Lombardia;MI;M053;41;198,17;370,5;31,05;12,78;653,5
Nord Ovest;Piemonte;CN;M055;5;6;1,5;0;1;13,5
Sud;Molise;CB;M057;3;13;3;4;6;29
Nord Ovest;Piemonte;AT;M058;0;1;1;2;6,5;10,5
Centro;Toscana;FI;M059;8;35;54,05;40,9;41,54;179,49
Nord Ovest;Piemonte;TO;M060;10,5;62;84,45;53,75;67,99;278,69
Nord Ovest;Piemonte;NO;M062;0;0;1;3;2;6
Nord Ovest;Piemonte;CN;M063;44,66;8,02;2;0;4;58,68
Nord Ovest;Lombardia;BS;M065;8;18,5;7;1;2;36,5
Nord Ovest;Piemonte;TO;M069;0;4;3;3;5;15
Nord Ovest;Lombardia;BS;M070;0;3;1,75;2;2;8,75
Nord Ovest;Piemonte;TO;M071;0;0;2;4;11;17
Sud;Campania;NA;M072;3,5;5;4,61;5,45;9,44;28
Nord Ovest;Piemonte;AL;M077;2;9;8;3;9;31
Centro;Marche;MC;M078;1,17;1,16;0,5;0;1,66;4,49
Nord Ovest;Lombardia;PV;M079;0;6;9;8;5;28
Nord Ovest;Piemonte;TO;M080;0;1;1;4;5;11
Isole;Sicilia;TP;M081;0;1,5;1,5;2;2;7
Centro;Lazio;VT;M082;92,03;293,34;292,99;200,21;188,7;1067,27
Centro;Lazio;FR;M083;0;0,67;0;1;0;1,67
Nord Est;Friuli- Venezia Giulia;PN;M085;0;0,96;2,5;2;4;9,46
Centro;Lazio;VT;M086;1;12,61;14;11,56;35,99;75,16
Isole;Sicilia;RG;M088;41,49;118,7;136,67;122,46;99,46;518,78
Nord Est;Veneto;TV;M089;13,66;62,44;84,61;92,31;121,33;374,35
Sud;Abruzzo;AQ;M090;0;0;0;0;6;6
Nord Ovest;Lombardia;MI;M091;10;68;39;7,5;18,5;143
Sud;Campania;CE;M092;4;7;18;19,82;19;67,82
Sud;Campania;BN;M093;3;5,38;2,5;0;2,75;13,63
Nord Ovest;Piemonte;TO;M094;4,01;13,33;18,5;2,67;9,5;48,01
Centro;Lazio;RM;M095;0;0;0;1;0;1
Nord Est;Friuli- Venezia Giulia;PN;M096;1;3;0;3,67;8;15,67
Nord Ovest;Piemonte;BI;M098;0;3;3;3;13;22
Isole;Sicilia;CT;M100;5,17;15;13,17;8,5;12;53,84
Nord Ovest;Lombardia;VA;M101;6;3;4,99;0,5;2,5;16,99
Nord Ovest;Lombardia;MI;M102;3;16,9;16,22;3;15,61;54,73
Nord Est;Veneto;PD;M103;1,17;6,5;9;10;11,52;38,19
Nord Ovest;Lombardia;BS;M104;3,5;28,56;39,11;16;19,5;106,67
Nord Ovest;Liguria;GE;M105;2;4;5;7;2;20
Nord Ovest;Piemonte;VC;M106;0;2;1;2;3;8
Nord Est;Veneto;BL;M108;4;9;6;2;5,5;26,5
Nord Ovest;Lombardia;PV;M109;24,75;210,25;220,83;88,37;92,89;637,09
Nord Est;Emilia-Romagna;FE;M110;0;7;15,17;7,1;15;44,27
Nord Ovest;Piemonte;VB;M111;0,5;6;6,28;3;5,5;21,28
Sud;Campania;NA;M115;10;23,02;40,5;38,17;30,34;142,03
Nord Ovest;Lombardia;CR;M116;0;0;0;0;1;1
Nord Est;Veneto;TV;M118;5;24;20,74;11;32,83;93,57
Nord Ovest;Lombardia;PV;M119;0;2;1;2;2;7
Nord Ovest;Piemonte;AL;M120;0;2;5;0;5;12
Nord Ovest;Piemonte;AL;M121;0;0;0;0;2;2
Nord Ovest;Piemonte;TO;M122;11;63,67;65,5;40,5;31,5;212,17
Nord Ovest;Piemonte;AL;M123;1;6,67;7,25;4;3,25;22,17
Nord Est;Veneto;BL;M124;1;8;6,67;3;3,5;22,17
Nord Ovest;Lombardia;MN;M125;0;18;17,83;17;33,57;86,4
Centro;Toscana;PI;M126;11;63,17;51,5;24;37,27;186,94
Nord Ovest;Lombardia;CR;M127;0;0;0;2;3;5
Sud;Campania;AV;M130;2;4;1;2;7,61;16,61
Sud;Puglia;FG;M131;1;2;1,67;0;1,75;6,42
Sud;Puglia;FG;M132;7,67;10;3;2;4,2;26,87
Nord Ovest;Piemonte;TO;M133;1;28;41,53;30;29;129,53
Nord Ovest;Piemonte;CN;M136;1;1;0;1;1;4
Sud;Calabria;VV;M138;1;0;0;0;0,38;1,38
Isole;Sicilia;CT;M139;6,5;18;16,5;21,67;13,4;76,07
Sud;Calabria;CZ;M140;7;3;1;0;1;12
Centro;Lazio;RM;M141;35,5;75,67;61,93;37,35;63,69;274,14
Sud;Calabria;VV;M143;8;17;8,5;6;1;40,5
Nord Ovest;Lombardia;BG;M144;0;12,5;10,39;8,54;11;42,43
