AREA;Regione;prov;2011_CodCom;NTN 2011 fino a 50 mq;NTN 2011  50 -| 85 mq;NTN 2011  85 -| 115 mq;NTN 2011 115 -| 145 mq;NTN 2011 oltre 145 mq;NTN 2011
Nord Ovest;Piemonte;BI;G714;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;G798;0;1,5;0,5;2,5;6,83;11,33
Nord Ovest;Piemonte;BI;G820;1,88;5;6;3,38;15;31,26
Nord Ovest;Piemonte;BI;G927;0;2;2,44;0,89;4,22;9,55
Nord Ovest;Piemonte;BI;G974;3;5;5;6;2;21
Nord Ovest;Piemonte;BI;G980;1;7;4;2;8;22
Nord Ovest;Piemonte;BI;H103;0;3;9;3;4;19
Nord Ovest;Piemonte;BI;H145;0;0,33;1,49;0,66;4,33;6,81
Nord Ovest;Piemonte;BI;H538;0;2;2,5;2,5;3;10
Nord Ovest;Piemonte;BI;H553;0;1;2;0;8,5;11,5
Nord Ovest;Piemonte;BI;H561;0;1;0;1;2;4
Nord Ovest;Piemonte;BI;H662;2,33;1,5;7;2;5,5;18,33
Nord Ovest;Piemonte;BI;H681;1,5;1;2,25;2;2,25;9
Nord Ovest;Piemonte;BI;H726;2,34;2;3;1;6,67;15,01
Nord Ovest;Piemonte;BI;H821;0;5;5;3;8;21
Nord Ovest;Piemonte;BI;I074;0;0;0;1;0;1
Nord Ovest;Piemonte;BI;I596;0;0;0;0;0,33;0,33
Nord Ovest;Piemonte;BI;I835;0;2;2;1;2;7
Nord Ovest;Piemonte;BI;I847;1;2;3;1;6;13
Nord Ovest;Piemonte;BI;I868;0;1;1;0;2;4
Nord Ovest;Piemonte;BI;I980;1;1;0;2;4;8
Nord Ovest;Piemonte;BI;L075;0,5;1;0,83;3;2,25;7,58
Nord Ovest;Piemonte;BI;L116;0;0;1;0;1;2
Nord Ovest;Piemonte;BI;L193;0;11;7;0;4;22
Nord Ovest;Piemonte;BI;L239;0;0;0;0;1;1
Nord Ovest;Piemonte;BI;L436;2;5;10,5;8;10,5;36
Nord Ovest;Piemonte;BI;L556;0;2;4;2;6;14
Nord Ovest;Piemonte;BI;L586;0;0;1;0,5;1;2,5
Nord Ovest;Piemonte;BI;L606;1,17;4,17;7;4,67;9;26,01
Nord Ovest;Piemonte;BI;L620;0;3;1;3,5;4,67;12,17
Nord Ovest;Piemonte;BI;L712;3;0;2;1;0;6
Nord Ovest;Piemonte;BI;L785;0;1,44;0;4,44;2;7,88
Nord Ovest;Piemonte;BI;L880;1,92;11,67;19,42;8;13,23;54,24
Nord Ovest;Piemonte;BI;L933;0;0;0;0;1;1
Nord Ovest;Piemonte;BI;L978;0;0;0;0;2;2
Nord Ovest;Piemonte;BI;M098;1;2;2;0,67;3,5;9,17
Nord Ovest;Piemonte;BI;M179;1;0;1;1;1;4
Nord Ovest;Piemonte;BI;M196;0;1;0,67;1;5;7,67
Nord Ovest;Piemonte;BI;M201;0;3;0,5;0;0;3,5
Nord Ovest;Piemonte;BI;M304;1;1;3;5;3;13
Nord Ovest;Piemonte;CN;A016;1;1,89;1;1;3;7,89
Nord Ovest;Piemonte;CN;A113;0,5;4;1,17;0,83;0;6,5
Nord Ovest;Piemonte;CN;A124;36,51;166,22;107,5;47,17;44,5;401,9
Nord Ovest;Piemonte;CN;A139;0;1;0;2;0;3
Nord Ovest;Piemonte;CN;A238;0;0;0;1;0;1
Nord Ovest;Piemonte;CN;A394;10;7,5;2;0;2;21,5
Nord Ovest;Piemonte;CN;A396;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A555;0;2;1;1;4,5;8,5
Nord Ovest;Piemonte;CN;A571;19,02;17,5;8,35;13,5;10,17;68,54
Nord Ovest;Piemonte;CN;A589;0;1;2;1;7,33;11,33
Nord Ovest;Piemonte;CN;A629;0;3;0;0,25;1,25;4,5
Nord Ovest;Piemonte;CN;A660;3,28;16,5;19,59;8,31;16,79;64,47
Nord Ovest;Piemonte;CN;A671;0;0;0;0;3;3
Nord Ovest;Piemonte;CN;A709;0;1;0;1;3;5
Nord Ovest;Piemonte;CN;A716;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;A735;0;16,5;18;13,5;12;60
Nord Ovest;Piemonte;CN;A750;0;2;2,5;0;0;4,5
Nord Ovest;Piemonte;CN;A774;0;1;2;2;1;6
Nord Ovest;Piemonte;CN;A779;2;9;14;8,5;25,66;59,16
Nord Ovest;Piemonte;CN;A782;0;1;0;3;3;7
Nord Ovest;Piemonte;CN;A798;0;0;0;0;2;2
Nord Ovest;Piemonte;CN;A805;1;15,89;14,84;6,75;11,5;49,98
Nord Ovest;Piemonte;CN;A979;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;B018;0;0;1;0;3;4
Nord Ovest;Piemonte;CN;B033;9,14;51,5;43,5;29;34,8;167,94
Nord Ovest;Piemonte;CN;B079;0;0;2;0,75;1;3,75
Nord Ovest;Piemonte;CN;B084;1;7;7;2;5;22
Nord Ovest;Piemonte;CN;B101;7;32,5;26,09;23;30,3;118,89
Nord Ovest;Piemonte;CN;B111;12,19;120;102,75;60,5;63,5;358,94
Nord Ovest;Piemonte;CN;B167;0;0;2;0;4;6
Nord Ovest;Piemonte;CN;B175;1;1;1;0,67;1;4,67
Nord Ovest;Piemonte;CN;B200;0;4;1;0;1;6
Nord Ovest;Piemonte;CN;B204;1,2;3;3,2;2,67;3;13,07
Nord Ovest;Piemonte;CN;B285;5,5;25;33;19,28;35,66;118,44
Nord Ovest;Piemonte;CN;B467;0;0;1;0;3;4
Nord Ovest;Piemonte;CN;B489;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;B573;4;7;15;11;5;42
Nord Ovest;Piemonte;CN;B621;0;4;1,5;2;0;7,5
Nord Ovest;Piemonte;CN;B692;0;2;0;1;0;3
Nord Ovest;Piemonte;CN;B719;2,13;8;10;8,25;26,13;54,51
Nord Ovest;Piemonte;CN;B720;0;4,33;8;4;7;23,33
Nord Ovest;Piemonte;CN;B755;1;1;1;6;4;13
Nord Ovest;Piemonte;CN;B841;2;14;26;13;19;74
Nord Ovest;Piemonte;CN;B845;0;0;0;1;0;1
Nord Ovest;Piemonte;CN;B894;0;2;3;4;4;13
Nord Ovest;Piemonte;CN;C046;0;5,5;9;4;7;25,5
Nord Ovest;Piemonte;CN;C081;1;2;3;0;1;7
Nord Ovest;Piemonte;CN;C140;0;0;0;4;2;6
Nord Ovest;Piemonte;CN;C165;1;1;1;0;3;6
Nord Ovest;Piemonte;CN;C167;0;0;0;0;2;2
Nord Ovest;Piemonte;CN;C173;3;4;1;2;4;14
Nord Ovest;Piemonte;CN;C176;1;2;1;1;3;8
Nord Ovest;Piemonte;CN;C205;1;0;3;1;1;6
Nord Ovest;Piemonte;CN;C214;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C314;0;0;0;0;2;2
Nord Ovest;Piemonte;CN;C317;0;1;0;0;6,06;7,06
Nord Ovest;Piemonte;CN;C323;3;0;1;1;2;7
Nord Ovest;Piemonte;CN;C375;0;1;0;2;2;5
Nord Ovest;Piemonte;CN;C376;4;11,25;10,84;5,5;15,5;47,09
Nord Ovest;Piemonte;CN;C441;0;1;0;2;1;4
Nord Ovest;Piemonte;CN;C466;1;11,5;22,5;9;23,85;67,85
Nord Ovest;Piemonte;CN;C504;0;3;5;1,5;5;14,5
Nord Ovest;Piemonte;CN;C530;0;2;2;1;3;8
Nord Ovest;Piemonte;CN;C547;1,5;8;17;16;14;56,5
Nord Ovest;Piemonte;CN;C550;0;0;2,5;5;8;15,5
Nord Ovest;Piemonte;CN;C589;5,92;10;20,5;12;13;61,42
Nord Ovest;Piemonte;CN;C599;7,5;23;32,5;24;31,87;118,87
Nord Ovest;Piemonte;CN;C653;8;11;8;8;15;50
Nord Ovest;Piemonte;CN;C681;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C738;0;2;0;0;1;3
Nord Ovest;Piemonte;CN;C792;1;2;2;3;6;14
Nord Ovest;Piemonte;CN;D022;0;5;9;3;8;25
Nord Ovest;Piemonte;CN;D062;3;5;8;3;5;24
Nord Ovest;Piemonte;CN;D093;0;2;5;0;4,39;11,39
Nord Ovest;Piemonte;CN;D120;2;6;6;4,5;6,5;25
Nord Ovest;Piemonte;CN;D133;0;0;5;0;2;7
Nord Ovest;Piemonte;CN;D172;8,33;5,17;4;1;2;20,5
Nord Ovest;Piemonte;CN;D205;53,63;245,95;241,11;141,15;98,54;780,38
Nord Ovest;Piemonte;CN;D271;4;8;5,5;1;3;21,5
Nord Ovest;Piemonte;CN;D291;0;10;11,67;2;16,5;40,17
Nord Ovest;Piemonte;CN;D314;3;10;9,83;11;13;46,83
Nord Ovest;Piemonte;CN;D372;7;22,5;22,16;12,66;11,67;75,99
Nord Ovest;Piemonte;CN;D401;0;1,67;0;0;0;1,67
Nord Ovest;Piemonte;CN;D410;7;1;3,5;1;2;14,5
Nord Ovest;Piemonte;CN;D412;3;0;2;3;3;11
Nord Ovest;Piemonte;CN;D499;1;5,5;5;2;1;14,5
Nord Ovest;Piemonte;CN;D511;0;0;1;3;4;8
Nord Ovest;Piemonte;CN;D523;0;0;0;0;2;2
Nord Ovest;Piemonte;CN;D742;11;74,5;84,8;40,58;53,7;264,58
Nord Ovest;Piemonte;CN;D751;11;21;3;0;0;35
Nord Ovest;Piemonte;CN;D752;150,56;46,12;9;7;12;224,68
Nord Ovest;Piemonte;CN;D782;0,5;2;3;4;2;11,5
Nord Ovest;Piemonte;CN;D856;1;1;1;1;0;4
Nord Ovest;Piemonte;CN;D894;0;0;0;1;0;1
Nord Ovest;Piemonte;CN;D920;16;7;6;7;7;43
Nord Ovest;Piemonte;CN;D967;0;4,5;6,5;11;8,33;30,33
Nord Ovest;Piemonte;CN;E111;0;0;0;1;1;2
Nord Ovest;Piemonte;CN;E115;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;E118;0;8;4;4,5;6,5;23
Nord Ovest;Piemonte;CN;E182;3;13;8;4;5;33
Nord Ovest;Piemonte;CN;E251;6;16,5;2;1;13;38,5
Nord Ovest;Piemonte;CN;E282;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;E327;1;0;0;0;0,1;1,1
Nord Ovest;Piemonte;CN;E406;0;3;3,5;1;4;11,5
Nord Ovest;Piemonte;CN;E430;1;6,5;9;4;6,5;27
Nord Ovest;Piemonte;CN;E539;0;2;0;0;5,5;7,5
Nord Ovest;Piemonte;CN;E540;1;0;1;2;1;5
Nord Ovest;Piemonte;CN;E546;1;0;2;1,54;2;6,54
Nord Ovest;Piemonte;CN;E564;2;2;2;0;2;8
Nord Ovest;Piemonte;CN;E597;58,48;62,55;11,8;2;3,33;138,16
Nord Ovest;Piemonte;CN;E615;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;E789;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;E808;0;2;3;3;5;13
Nord Ovest;Piemonte;CN;E809;0;6;8;4;0,5;18,5
Nord Ovest;Piemonte;CN;E887;1;3,25;3;4;6;17,25
Nord Ovest;Piemonte;CN;E894;1;10,17;14;9;8;42,17
Nord Ovest;Piemonte;CN;E939;1;3;13;6;19,13;42,13
Nord Ovest;Piemonte;CN;E945;1;0;7;2;2;12
Nord Ovest;Piemonte;CN;E963;1;2;2;1;1;7
Nord Ovest;Piemonte;CN;E973;0;2;0;0;2;4
Nord Ovest;Piemonte;CN;E988;0;1;3;1;0,5;5,5
Nord Ovest;Piemonte;CN;F114;3;4;4;2;1;14
Nord Ovest;Piemonte;CN;F279;0;2;2;2;0;6
Nord Ovest;Piemonte;CN;F309;0;0;1;0;4,67;5,67
Nord Ovest;Piemonte;CN;F312;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F326;0;0;4;3;6;13
Nord Ovest;Piemonte;CN;F329;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F330;0;1;1;9;8;19
Nord Ovest;Piemonte;CN;F338;1;1;1;0;2;5
Nord Ovest;Piemonte;CN;F351;26;62,66;72,33;59,42;54,97;275,38
Nord Ovest;Piemonte;CN;F355;0;0;0;2;0;2
Nord Ovest;Piemonte;CN;F358;2;12,67;5;4;8;31,67
Nord Ovest;Piemonte;CN;F385;3;11;3;5,17;10;32,17
Nord Ovest;Piemonte;CN;F405;7,5;7;1;1,04;3;19,54
Nord Ovest;Piemonte;CN;F408;0;1;1;2;6;10
Nord Ovest;Piemonte;CN;F424;1;1;2;1;0;5
Nord Ovest;Piemonte;CN;F550;1;1;0;1;0;3
Nord Ovest;Piemonte;CN;F558;0;0;3;1;0;4
Nord Ovest;Piemonte;CN;F608;5;9,5;6,75;2;0;23,25
Nord Ovest;Piemonte;CN;F654;0;1;3;2;3,5;9,5
Nord Ovest;Piemonte;CN;F666;0;0;2;0;0;2
Nord Ovest;Piemonte;CN;F669;0;0;3;6;13,33;22,33
Nord Ovest;Piemonte;CN;F723;0,1;8,1;9,67;6;8,5;32,37
Nord Ovest;Piemonte;CN;F743;0;0;3;4;3,5;10,5
Nord Ovest;Piemonte;CN;F809;1;1;1;3;3;9
Nord Ovest;Piemonte;CN;F811;0;0;0;2;1,33;3,33
Nord Ovest;Piemonte;CN;F846;1;4;9;4;9;27
Nord Ovest;Piemonte;CN;F863;2;10;7,5;3;12,16;34,66
Nord Ovest;Piemonte;CN;F883;0;1;1;0;1;3
Nord Ovest;Piemonte;CN;F894;0;1;1;0;3;5
Nord Ovest;Piemonte;CN;F895;1;2;7;2;4,67;16,67
Nord Ovest;Piemonte;CN;F961;3;3;3;1;4;14
Nord Ovest;Piemonte;CN;F972;0;0;0;0;1,67;1,67
Nord Ovest;Piemonte;CN;G066;2;1,5;0;0;1;4,5
Nord Ovest;Piemonte;CN;G114;3;14;12,01;2;5;36,01
Nord Ovest;Piemonte;CN;G183;0;5;1;2;0;8
Nord Ovest;Piemonte;CN;G228;2,67;13,17;12,67;3,5;1;33,01
Nord Ovest;Piemonte;CN;G240;0;1,67;2;3;0;6,67
Nord Ovest;Piemonte;CN;G302;8,5;6;2;1;2;19,5
Nord Ovest;Piemonte;CN;G339;0;0;1;1;0;2
Nord Ovest;Piemonte;CN;G457;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;G458;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;G526;0;7;14,17;11,34;19,5;52,01
Nord Ovest;Piemonte;CN;G532;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;G561;1;3;4;6;9;23
Nord Ovest;Piemonte;CN;G575;1;11;11;5,5;4,5;33
Nord Ovest;Piemonte;CN;G625;3;2;0,33;0;0;5,33
Nord Ovest;Piemonte;CN;G683;0;5;13;1;9;28
Nord Ovest;Piemonte;CN;G697;0;0;0;0;9;9
Nord Ovest;Piemonte;CN;G742;0;3,5;5;5;14,5;28
Nord Ovest;Piemonte;CN;G800;0;1,5;3,5;0;3,5;8,5
Nord Ovest;Piemonte;CN;G837;9;23,38;2,5;3;6;43,88
Nord Ovest;Piemonte;CN;G970;1;5;0;0;2;8
Nord Ovest;Piemonte;CN;H011;1;0;2;2;2;7
Nord Ovest;Piemonte;CN;H059;0;1;1;0;2;4
Nord Ovest;Piemonte;CN;H068;0;2;1;5;6;14
Nord Ovest;Piemonte;CN;H069;1;3;1;0;1;6
Nord Ovest;Piemonte;CN;H085;2;2;2;0,75;2;8,75
Nord Ovest;Piemonte;CN;H150;2;26,39;40,5;22,81;23,22;114,92
Nord Ovest;Piemonte;CN;H247;2;4;4;4,33;11,68;26,01
Nord Ovest;Piemonte;CN;H285;0;1;2;2,5;2;7,5
Nord Ovest;Piemonte;CN;H326;0;0;2;1;0;3
Nord Ovest;Piemonte;CN;H362;0;1,34;1;0;1;3,34
Nord Ovest;Piemonte;CN;H363;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;H377;4;13;8;5,5;3,5;34
Nord Ovest;Piemonte;CN;H378;33,47;31,5;4;3;0;71,97
Nord Ovest;Piemonte;CN;H385;3;6;4,13;0;7;20,13
Nord Ovest;Piemonte;CN;H391;0;0;2;1;2,5;5,5
Nord Ovest;Piemonte;CN;H395;0;0;3,07;1,07;2;6,14
Nord Ovest;Piemonte;CN;H407;15,17;18;6;4;5;48,17
Nord Ovest;Piemonte;CN;H447;0;0;0;0;1,5;1,5
Nord Ovest;Piemonte;CN;H453;3;7,22;9;6;7;32,22
Nord Ovest;Piemonte;CN;H462;0;0;1;0;2,17;3,17
Nord Ovest;Piemonte;CN;H472;0;0;4;0;10;14
Nord Ovest;Piemonte;CN;H473;1;0,5;1;0;4,17;6,67
Nord Ovest;Piemonte;CN;H474;0;0;0;0;4;4
Nord Ovest;Piemonte;CN;H578;1,22;7,64;1,57;4,13;4,5;19,06
Nord Ovest;Piemonte;CN;H633;0;1;0;0;2;3
Nord Ovest;Piemonte;CN;H695;0;1;2;0;5;8
Nord Ovest;Piemonte;CN;H704;0;0;3;1;3,78;7,78
Nord Ovest;Piemonte;CN;H710;0;5;2;1,5;3;11,5
Nord Ovest;Piemonte;CN;H716;0;0;1;3;1;5
Nord Ovest;Piemonte;CN;H727;18;63,95;71,67;35,7;27,68;217
Nord Ovest;Piemonte;CN;H746;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;H755;9;23,27;11,2;8,37;8,5;60,34
Nord Ovest;Piemonte;CN;H770;0;1;1;0;2;4
Nord Ovest;Piemonte;CN;H812;1;4;5;0,5;1;11,5
Nord Ovest;Piemonte;CN;H851;1,5;2;7,5;2,5;12;25,5
Nord Ovest;Piemonte;CN;H852;1;7,58;10,86;8;1;28,44
Nord Ovest;Piemonte;CN;I037;0;2,5;4;10;7;23,5
Nord Ovest;Piemonte;CN;I210;0;4,5;2;5;4;15,5
Nord Ovest;Piemonte;CN;I316;1;3;10;5;8,5;27,5
Nord Ovest;Piemonte;CN;I367;1;17,75;10,5;2,33;11,22;42,8
Nord Ovest;Piemonte;CN;I372;3;1;0;4,5;4;12,5
Nord Ovest;Piemonte;CN;I470;9,38;58,88;62,9;35,5;42,5;209,16
Nord Ovest;Piemonte;CN;I484;0;0;0;1;1;2
Nord Ovest;Piemonte;CN;I512;0;3;3;5;6,81;17,81
Nord Ovest;Piemonte;CN;I646;1;1;1;3;10;16
Nord Ovest;Piemonte;CN;I659;1;3;1;2;1,5;8,5
Nord Ovest;Piemonte;CN;I750;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;I817;0;2;0;0,8;0;2,8
Nord Ovest;Piemonte;CN;I822;1;15;15;10,5;19,83;61,33
Nord Ovest;Piemonte;CN;I823;2;1;4;2,34;14;23,34
Nord Ovest;Piemonte;CN;I985;1;2;4;0,66;3;10,66
Nord Ovest;Piemonte;CN;L048;1;1;7;5,75;2,75;17,5
Nord Ovest;Piemonte;CN;L241;1;1;2;3;0;7
Nord Ovest;Piemonte;CN;L252;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;L278;1;4;2;1;3;11
Nord Ovest;Piemonte;CN;L281;0;0;1;0;0;1
Nord Ovest;Piemonte;CN;L367;0;0;1;1;4;6
Nord Ovest;Piemonte;CN;L410;0;0;0;1;1;2
Nord Ovest;Piemonte;CN;L427;1;0;4;7;7;19
Nord Ovest;Piemonte;CN;L558;5;12,25;4,38;1,25;1,38;24,26
Nord Ovest;Piemonte;CN;L580;1;0;2;0;4;7
Nord Ovest;Piemonte;CN;L631;1;1;1;0;1;4
Nord Ovest;Piemonte;CN;L636;0;1;2;0;1;4
Nord Ovest;Piemonte;CN;L729;1;8;6,5;5,5;5;26
Nord Ovest;Piemonte;CN;L758;0;1;1,67;0;2;4,67
Nord Ovest;Piemonte;CN;L771;11,59;15;1;2;0;29,59
Nord Ovest;Piemonte;CN;L804;1;10,5;20,5;14,5;13,5;60
Nord Ovest;Piemonte;CN;L817;1;9;5;2;4;21
Nord Ovest;Piemonte;CN;L841;3;7;9,28;2;15,17;36,45
Nord Ovest;Piemonte;CN;L888;2;4;5;3;14;28
Nord Ovest;Piemonte;CN;L942;0;2;3;0,22;13,72;18,94
Nord Ovest;Piemonte;CN;L974;1,17;11;17;10;18,5;57,67
Nord Ovest;Piemonte;CN;L990;1;2;1;1;6;11
Nord Ovest;Piemonte;CN;M015;1;1,25;1;2;0,75;6
Nord Ovest;Piemonte;CN;M055;1;9;4;1;3;18
Nord Ovest;Piemonte;CN;M063;18,2;6,69;1;0;0;25,89
Nord Ovest;Piemonte;CN;M136;0;0;0;1;1;2
Nord Ovest;Piemonte;NO;A088;0;5;4;4,5;6;19,5
Nord Ovest;Piemonte;NO;A264;2;4;3,88;1;2,17;13,05
Nord Ovest;Piemonte;NO;A414;2;4;3,5;4,5;5;19
Nord Ovest;Piemonte;NO;A429;12;48,21;76,24;23;20,5;179,95
Nord Ovest;Piemonte;NO;A653;0,02;0;2;1,04;4,1;7,16
Nord Ovest;Piemonte;NO;A752;0;29;30,93;15,67;19,5;95,1
Nord Ovest;Piemonte;NO;A844;0;0;2;3,75;1;6,75
Nord Ovest;Piemonte;NO;A911;0,72;0,22;4,22;6;3;14,16
Nord Ovest;Piemonte;NO;A929;0;3;4;6;22;35
Nord Ovest;Piemonte;NO;A953;1;4;4;1;2;12
Nord Ovest;Piemonte;NO;B016;1;2;3;6;9,33;21,33
Nord Ovest;Piemonte;NO;B019;18,5;48,89;53,67;27,67;26,5;175,23
Nord Ovest;Piemonte;NO;B043;3;16;15;18,5;10,17;62,67
Nord Ovest;Piemonte;NO;B176;0;1;3;4;2;10
Nord Ovest;Piemonte;NO;B183;0;0;0;0;6;6
Nord Ovest;Piemonte;NO;B431;0;5;7,5;3,5;4;20
Nord Ovest;Piemonte;NO;B473;5;19;24;14;18,6;80,6
Nord Ovest;Piemonte;NO;B823;1;5;6,17;0,5;5,66;18,33
Nord Ovest;Piemonte;NO;B864;0;1;2;1;7,5;11,5
Nord Ovest;Piemonte;NO;B883;0;1;3;0;2,17;6,17
Nord Ovest;Piemonte;NO;B897;2;3;6;4;9,17;24,17
Nord Ovest;Piemonte;NO;B920;0;0;1;0,5;1;2,5
Nord Ovest;Piemonte;NO;C149;2;2;2;0;1;7
Nord Ovest;Piemonte;NO;C166;7;37;30,75;23,97;19,5;118,22
Nord Ovest;Piemonte;NO;C364;0;0;0;1;0,5;1,5
Nord Ovest;Piemonte;NO;C365;0;4;3;1;5,5;13,5
Nord Ovest;Piemonte;NO;C378;0;0;1;2;6,5;9,5
Nord Ovest;Piemonte;NO;C483;2;12;21;3,5;8,38;46,88
Nord Ovest;Piemonte;NO;C829;1,5;6;4;1;2,5;15
Nord Ovest;Piemonte;NO;C926;0;0;4;4;2;10
Nord Ovest;Piemonte;NO;D162;0;1;1;3;3;8
Nord Ovest;Piemonte;NO;D216;2,01;2;4,5;5;4;17,51
Nord Ovest;Piemonte;NO;D309;3;0;3;5;3,28;14,28
Nord Ovest;Piemonte;NO;D347;2;9,5;8,5;2;4;26
Nord Ovest;Piemonte;NO;D492;0;0;3;1;4,72;8,72
Nord Ovest;Piemonte;NO;D675;1;1;3;0;10,11;15,11
Nord Ovest;Piemonte;NO;D872;9;46,5;39,83;40,58;27;162,91
Nord Ovest;Piemonte;NO;D911;0;3;5;6;15;29
Nord Ovest;Piemonte;NO;D921;0;2;5,5;5,5;1,5;14,5
Nord Ovest;Piemonte;NO;D937;1;6;7,5;1;6;21,5
Nord Ovest;Piemonte;NO;E001;1;4,5;6;2,25;1;14,75
Nord Ovest;Piemonte;NO;E120;0;4,5;7;3,5;6,58;21,58
Nord Ovest;Piemonte;NO;E143;1;1;3,83;2;6;13,83
Nord Ovest;Piemonte;NO;E177;2;6;11;8;13,67;40,67
Nord Ovest;Piemonte;NO;E314;5;9;9;11,38;15,25;49,63
Nord Ovest;Piemonte;NO;E436;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;E544;3;19,14;10;7,52;3;42,66
Nord Ovest;Piemonte;NO;E803;0;1;2;0;3;6
Nord Ovest;Piemonte;NO;E880;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;E907;2;0;2,25;7,88;4,13;16,26
Nord Ovest;Piemonte;NO;F047;2,75;7,5;1;1;4;16,25
Nord Ovest;Piemonte;NO;F093;1;9,25;5,5;3,78;7,5;27,03
Nord Ovest;Piemonte;NO;F188;1;0;1;6;5;13
Nord Ovest;Piemonte;NO;F191;2,5;1,5;1,5;1;2;8,5
Nord Ovest;Piemonte;NO;F317;0;3;3,83;1;6;13,83
Nord Ovest;Piemonte;NO;F859;3;6;11,31;7;7;34,31
Nord Ovest;Piemonte;NO;F886;0;0,27;0;0,27;6,37;6,91
Nord Ovest;Piemonte;NO;F952;72,81;383,3;376,56;159,76;131,43;1123,86
Nord Ovest;Piemonte;NO;G019;1;40,5;49,53;32,27;29;152,3
Nord Ovest;Piemonte;NO;G020;0;3;2,5;6,75;3,17;15,42
Nord Ovest;Piemonte;NO;G134;4;8,17;4;3;1,54;20,71
Nord Ovest;Piemonte;NO;G349;3;14;11;2;10;40
Nord Ovest;Piemonte;NO;G421;0;5;5;3,5;6,92;20,42
Nord Ovest;Piemonte;NO;G520;0;2,33;3,66;2;3;10,99
Nord Ovest;Piemonte;NO;G703;2;3;0;0;3,5;8,5
Nord Ovest;Piemonte;NO;G775;0;0;5;0;2;7
Nord Ovest;Piemonte;NO;G809;1;3;8;10;4;26
Nord Ovest;Piemonte;NO;H001;0;2;6;1,42;8,5;17,92
Nord Ovest;Piemonte;NO;H213;0;0;1;3;3,33;7,33
Nord Ovest;Piemonte;NO;H502;1;2;5;6;10;24
Nord Ovest;Piemonte;NO;H518;4;19;30;13;12,25;78,25
Nord Ovest;Piemonte;NO;I025;1;6;0,5;4;2;13,5
Nord Ovest;Piemonte;NO;I052;0;0;0;2;4,5;6,5
Nord Ovest;Piemonte;NO;I116;1,8;5;7,5;2,79;4;21,09
Nord Ovest;Piemonte;NO;I736;0;0;0;1;1;2
Nord Ovest;Piemonte;NO;I767;0,5;1,67;5,5;2;3,67;13,34
Nord Ovest;Piemonte;NO;I857;0;3;2;6;2;13
Nord Ovest;Piemonte;NO;I880;1;1;6,67;0;1,5;10,17
Nord Ovest;Piemonte;NO;L007;1;5;5;3;8,41;22,41
Nord Ovest;Piemonte;NO;L104;0;0;4;0;1;5
Nord Ovest;Piemonte;NO;L223;0;0;0;1;12;13
Nord Ovest;Piemonte;NO;L356;23;63;104,46;22,17;20,48;233,11
Nord Ovest;Piemonte;NO;L668;0;2;4;1,25;4,25;11,5
Nord Ovest;Piemonte;NO;L670;0,5;4;7;11;8,5;31
Nord Ovest;Piemonte;NO;L798;0;0;4;7;7,5;18,5
Nord Ovest;Piemonte;NO;L808;0;1;1;6;5;13
Nord Ovest;Piemonte;NO;L847;0;1;0;0;3;4
Nord Ovest;Piemonte;NO;M062;0;2;1;1;2;6
Nord Ovest;Piemonte;TO;A074;0;8;4;5;12;29
Nord Ovest;Piemonte;TO;A109;22;17,5;13;5;5;62,5
Nord Ovest;Piemonte;TO;A117;0;8,5;2;2;0,5;13
Nord Ovest;Piemonte;TO;A157;0;0;8;3;1;12
Nord Ovest;Piemonte;TO;A199;3;0;1;3;1,5;8,5
Nord Ovest;Piemonte;TO;A218;1,25;14;16,34;14,67;20,42;66,68
Nord Ovest;Piemonte;TO;A221;0;4,5;1,5;1;0;7
Nord Ovest;Piemonte;TO;A222;7;81,85;38,5;21,67;27,5;176,52
Nord Ovest;Piemonte;TO;A275;0,42;5;3;5;6,42;19,84
Nord Ovest;Piemonte;TO;A282;0;1;0,5;1,5;2;5
Nord Ovest;Piemonte;TO;A295;2;5,83;1,5;3,5;4;16,83
Nord Ovest;Piemonte;TO;A405;0;0;2;3;4;9
Nord Ovest;Piemonte;TO;A518;9;56,5;50,48;32;17,92;165,9
Nord Ovest;Piemonte;TO;A525;1;0;1;2;5;9
